acct_id,subscription_expected_events,subscription_actual_events,subscription_event_gap,subscription_utilization_pct,subscription_packages
501361,6.0,6,0.0,1.0,1
508115,4.0,4,0.0,1.0,1
509589,12.0,12,0.0,1.0,1
520523,12.0,12,0.0,1.0,1
523922,12.0,12,0.0,1.0,2
526254,12.0,12,0.0,1.0,1
526782,18.0,24,-6.0,1.5,2
527607,4.0,4,0.0,1.0,1
530126,12.0,12,0.0,1.0,1
542017,12.0,12,0.0,1.0,1
550465,12.0,12,0.0,1.0,1
551895,4.0,3,1.0,0.75,1
558517,6.0,3,3.0,0.5,1
561465,6.0,6,0.0,1.0,1
562510,6.0,6,0.0,1.0,1
567163,12.0,12,0.0,1.0,1
571893,6.0,4,2.0,0.6666666666666666,1
573598,24.0,24,0.0,1.0,1
574973,4.0,4,0.0,1.0,1
588052,4.0,4,0.0,1.0,1
600174,12.0,12,0.0,1.0,1
607995,6.0,6,0.0,1.0,1
608424,6.0,6,0.0,1.0,1
620799,12.0,12,0.0,1.0,1
625782,4.0,4,0.0,1.0,1
635132,12.0,12,0.0,1.0,1
637497,8.0,6,2.0,0.75,1
669848,12.0,12,0.0,1.0,1
685424,12.0,12,0.0,1.0,1
694323,20.0,26,-6.0,1.25,4
713936,6.0,6,0.0,1.0,1
727389,12.0,12,0.0,1.0,1
738158,6.0,4,2.0,0.6666666666666666,1
738477,12.0,12,0.0,1.0,1
739654,6.0,6,0.0,1.0,1
758123,12.0,12,0.0,1.0,2
772797,6.0,4,2.0,0.6666666666666666,1
774733,6.0,6,0.0,1.0,1
775272,6.0,6,0.0,1.0,1
815180,12.0,5,7.0,0.41666666666666663,2
821769,4.0,3,1.0,0.75,1
823617,6.0,6,0.0,1.0,1
824761,6.0,6,0.0,1.0,1
834925,4.0,4,0.0,1.0,1
837334,6.0,6,0.0,1.0,1
844638,12.0,12,0.0,1.0,2
846101,6.0,6,0.0,1.0,1
848433,12.0,11,1.0,0.9166666666666667,2
849225,18.0,18,0.0,1.0,1
856265,12.0,12,0.0,1.0,1
884249,12.0,48,-36.0,4.0,1
905930,8.0,8,0.0,1.0,1
907789,12.0,12,0.0,1.0,1
958576,24.0,6,18.0,0.25,1
958895,6.0,6,0.0,1.0,1
960963,18.0,24,-6.0,1.5,2
968553,8.0,8,0.0,1.0,1
986439,6.0,6,0.0,1.0,1
987946,12.0,12,0.0,1.0,1
994700,24.0,11,13.0,0.5833333333333334,2
1007460,8.0,8,0.0,1.0,2
1012674,12.0,12,0.0,1.0,1
1016469,6.0,6,0.0,1.0,1
1024708,12.0,14,-2.0,1.1666666666666665,1
1024851,12.0,1,11.0,0.08333333333333333,1
1030923,6.0,6,0.0,1.0,1
1037974,4.0,5,-1.0,1.25,1
1041021,12.0,12,0.0,1.0,1
1058610,4.0,4,0.0,1.0,1
1058654,66.0,48,18.0,0.6712962962962963,2
1081875,30.0,24,6.0,1.9375,2
1109529,18.0,18,0.0,1.0,2
1112829,6.0,6,0.0,1.0,1
1126623,6.0,6,0.0,1.0,1
1138877,12.0,12,0.0,1.0,1
1141385,12.0,12,0.0,1.0,1
1158127,6.0,6,0.0,1.0,1
1186958,8.0,8,0.0,1.0,2
1202006,12.0,5,7.0,0.41666666666666663,2
1283043,8.0,4,4.0,0.5,2
1294208,8.0,8,0.0,1.0,1
1322071,4.0,4,0.0,1.0,1
1343136,24.0,12,12.0,0.6666666666666666,2
1349505,12.0,12,0.0,1.0,2
1370196,6.0,6,0.0,1.0,1
1372902,12.0,12,0.0,1.0,2
1378237,12.0,12,0.0,1.0,1
1412183,6.0,5,1.0,0.8333333333333334,1
1412326,12.0,12,0.0,1.0,1
1466798,24.0,20,4.0,0.8333333333333333,1
1476896,6.0,6,0.0,1.0,1
1480504,12.0,7,5.0,0.5833333333333334,2
1520907,12.0,12,0.0,1.0,1
1520929,12.0,9,3.0,0.75,1
1522161,12.0,12,0.0,1.0,1
1532193,12.0,12,0.0,1.0,1
1532754,12.0,9,3.0,0.75,2
1542940,12.0,11,1.0,0.9166666666666667,1
1545283,4.0,3,1.0,0.75,1
1547798,12.0,12,0.0,1.0,1
1552022,24.0,23,1.0,0.9583333333333333,1
1578510,6.0,6,0.0,1.0,1
1586815,12.0,12,0.0,1.0,1
1591886,48.0,40,8.0,0.8333333333333333,1
1606274,4.0,4,0.0,1.0,1
1612357,12.0,11,1.0,0.9166666666666667,1
1633212,24.0,6,18.0,0.25,1
1659197,12.0,12,0.0,1.0,1
1661436,10.0,9,1.0,0.875,2
1662907,12.0,12,0.0,1.0,1
1665115,12.0,12,0.0,1.0,1
1668014,6.0,7,-1.0,1.1666666666666667,1
1694798,6.0,6,0.0,1.0,1
1704983,4.0,4,0.0,1.0,1
1726200,12.0,12,0.0,1.0,1
1734185,6.0,5,1.0,0.8333333333333334,1
1737372,8.0,6,2.0,0.75,2
1738747,4.0,4,0.0,1.0,1
1786840,4.0,4,0.0,1.0,1
1849072,6.0,6,0.0,1.0,1
1869727,12.0,12,0.0,1.0,1
2363163,36.0,24,12.0,0.6666666666666666,1
2391483,12.0,12,0.0,1.0,2
2393353,4.0,3,1.0,0.75,1
2393530,12.0,12,0.0,1.0,2
2396260,12.0,12,0.0,1.0,2
2399604,12.0,13,-1.0,1.0833333333333335,1
2402758,4.0,4,0.0,1.0,1
2403501,12.0,12,0.0,1.0,2
2404272,6.0,6,0.0,1.0,1
2405102,8.0,8,0.0,1.0,1
2405120,4.0,3,1.0,0.75,1
2411315,6.0,6,0.0,1.0,1
2415150,24.0,1,23.0,0.041666666666666664,1
2416662,12.0,12,0.0,1.0,1
2420124,12.0,12,0.0,1.0,1
2424189,12.0,18,-6.0,1.5,1
2427559,12.0,12,0.0,1.0,1
2428390,12.0,13,-1.0,1.0833333333333333,1
2441197,12.0,12,0.0,1.0,1
2455668,6.0,5,1.0,0.8333333333333334,1
2456069,8.0,7,1.0,0.875,2
2459404,20.0,8,12.0,0.375,4
2472612,12.0,11,1.0,0.9166666666666667,2
2491797,6.0,5,1.0,0.8333333333333334,1
2547437,12.0,12,0.0,1.0,2
2556924,12.0,12,0.0,1.0,1
2566868,12.0,10,2.0,0.8333333333333333,1
2593635,6.0,6,0.0,1.0,1
2617701,8.0,8,0.0,1.0,1
2620708,4.0,4,0.0,1.0,1
2621185,12.0,9,3.0,0.75,2
2624902,6.0,6,0.0,1.0,1
2625251,8.0,8,0.0,1.0,1
2625296,12.0,11,1.0,0.9166666666666667,1
2625638,12.0,12,0.0,1.0,1
2625889,12.0,11,1.0,0.9166666666666667,1
2636938,54.0,48,6.0,1.1666666666666667,2
2639204,12.0,10,2.0,0.8333333333333333,1
2644311,4.0,3,1.0,0.75,1
2648892,6.0,2,4.0,0.3333333333333333,1
2650859,6.0,6,0.0,1.0,1
2652286,48.0,36,12.0,0.75,1
2676051,6.0,6,0.0,1.0,1
2687225,12.0,12,0.0,1.0,1
2696120,6.0,7,-1.0,1.1666666666666667,1
2697504,12.0,13,-1.0,1.0833333333333335,2
2773421,6.0,1,5.0,0.16666666666666666,1
2790171,8.0,8,0.0,1.0,2
2791425,6.0,6,0.0,1.0,1
2791755,12.0,12,0.0,1.0,1
2792492,4.0,4,0.0,1.0,1
2796584,12.0,12,0.0,1.0,1
2797277,8.0,7,1.0,0.875,1
2798597,6.0,6,0.0,1.0,1
2799235,6.0,6,0.0,1.0,1
2810742,48.0,48,0.0,1.0,1
2813409,6.0,6,0.0,1.0,1
2814608,8.0,8,0.0,1.0,2
2824724,12.0,12,0.0,1.0,2
2829910,12.0,12,0.0,1.0,1
2845235,4.0,4,0.0,1.0,1
2845494,6.0,6,0.0,1.0,1
2905611,36.0,35,1.0,0.9722222222222222,1
2910187,12.0,18,-6.0,1.5,2
2977959,6.0,6,0.0,1.0,1
2978499,10.0,10,0.0,1.0,2
2978810,8.0,8,0.0,1.0,2
2981823,6.0,6,0.0,1.0,1
2994513,6.0,4,2.0,0.6666666666666666,1
3001399,6.0,6,0.0,1.0,1
3016016,10.0,10,0.0,1.0,2
3019950,6.0,6,0.0,1.0,1
3035277,6.0,6,0.0,1.0,1
3040831,12.0,12,0.0,1.0,1
3059904,12.0,11,1.0,0.9166666666666667,1
3067493,4.0,4,0.0,1.0,1
3087425,6.0,6,0.0,1.0,1
3098592,12.0,12,0.0,1.0,1
3174844,4.0,4,0.0,1.0,1
3174899,12.0,12,0.0,1.0,1
3180146,8.0,8,0.0,1.0,2
3203206,6.0,6,0.0,1.0,1
3214559,6.0,6,0.0,1.0,1
3342595,24.0,24,0.0,1.0,1
3363831,12.0,12,0.0,1.0,2
3372856,12.0,12,0.0,1.0,1
3373637,4.0,3,1.0,0.75,1
3380473,30.0,29,1.0,0.9722222222222222,2
3384720,12.0,12,0.0,1.0,1
3394488,4.0,4,0.0,1.0,1
3396073,8.0,8,0.0,1.0,2
3398287,12.0,12,0.0,1.0,1
3401655,12.0,12,0.0,1.0,1
3408749,6.0,6,0.0,1.0,1
3505763,12.0,12,0.0,1.0,1
3512879,12.0,11,1.0,0.9166666666666667,1
3524983,6.0,6,0.0,1.0,1
3550757,12.0,12,0.0,1.0,2
3563141,42.0,36,6.0,0.8888888888888888,2
3592543,6.0,6,0.0,1.0,1
3600601,6.0,6,0.0,1.0,1
3616706,12.0,12,0.0,1.0,2
3623793,4.0,4,0.0,1.0,1
3627042,6.0,6,0.0,1.0,1
3637149,6.0,6,0.0,1.0,1
3697632,6.0,6,0.0,1.0,1
3702657,6.0,6,0.0,1.0,1
3726604,12.0,12,0.0,1.0,1
3753202,6.0,6,0.0,1.0,1
3780581,6.0,6,0.0,1.0,1
3784084,4.0,4,0.0,1.0,1
3793925,24.0,13,11.0,0.6944444444444443,2
3797207,12.0,12,0.0,1.0,2
3862796,8.0,8,0.0,1.0,2
3863037,12.0,12,0.0,1.0,2
3873666,12.0,11,1.0,0.9166666666666667,1
3919380,12.0,12,0.0,1.0,1
3924558,4.0,4,0.0,1.0,1
3935724,6.0,6,0.0,1.0,1
3953058,12.0,12,0.0,1.0,2
3990127,4.0,4,0.0,1.0,1
4019234,6.0,6,0.0,1.0,1
4020327,12.0,12,0.0,1.0,2
4031789,6.0,6,0.0,1.0,1
4095121,4.0,4,0.0,1.0,1
4106738,10.0,10,0.0,1.0,2
4119971,6.0,6,0.0,1.0,1
4135130,12.0,12,0.0,1.0,1
4137286,42.0,5,37.0,0.12499999999999999,4
4141521,12.0,12,0.0,1.0,2
4145291,6.0,6,0.0,1.0,1
4151877,4.0,4,0.0,1.0,1
4160859,6.0,6,0.0,1.0,1
4167187,12.0,12,0.0,1.0,1
4189584,12.0,5,7.0,0.41666666666666663,1
4191856,12.0,12,0.0,1.0,1
4243344,6.0,6,0.0,1.0,1
4249079,6.0,1,5.0,0.16666666666666666,1
4257049,6.0,1,5.0,0.16666666666666666,1
4273957,4.0,4,0.0,1.0,1
4321810,12.0,12,0.0,1.0,1
4349946,24.0,24,0.0,1.0,1
4356913,10.0,4,6.0,0.4583333333333333,2
4377394,12.0,12,0.0,1.0,2
4405471,12.0,12,0.0,1.0,1
4417947,6.0,6,0.0,1.0,1
4434942,6.0,2,4.0,0.3333333333333333,1
4439684,4.0,1,3.0,0.25,1
4443016,12.0,11,1.0,0.9166666666666667,2
4469644,12.0,12,0.0,1.0,1
4484196,12.0,12,0.0,1.0,1
4500363,4.0,4,0.0,1.0,1
4514136,36.0,34,2.0,0.9444444444444444,2
4529743,12.0,12,0.0,1.0,2
4531510,8.0,8,0.0,1.0,2
4533076,10.0,10,0.0,1.0,2
4539846,12.0,12,0.0,1.0,1
4566971,6.0,6,0.0,1.0,1
4595042,6.0,6,0.0,1.0,1
4600882,4.0,4,0.0,1.0,1
4663768,6.0,5,1.0,0.8333333333333334,1
4669533,6.0,6,0.0,1.0,1
4676973,4.0,4,0.0,1.0,1
4683477,6.0,6,0.0,1.0,1
4699339,6.0,6,0.0,1.0,1
4713445,6.0,6,0.0,1.0,1
4715637,12.0,12,0.0,1.0,1
4717704,8.0,8,0.0,1.0,2
4717749,48.0,24,24.0,0.5,2
4718473,6.0,1,5.0,0.16666666666666666,1
4718672,12.0,11,1.0,0.9166666666666667,1
4719559,12.0,12,0.0,1.0,1
4719594,30.0,15,15.0,0.5,3
4719692,4.0,4,0.0,1.0,1
4719926,4.0,4,0.0,1.0,1
4720168,6.0,6,0.0,1.0,1
4720357,4.0,2,2.0,0.5,1
4720360,12.0,12,0.0,1.0,1
4720513,48.0,28,20.0,0.5833333333333333,1
4720703,12.0,13,-1.0,1.0833333333333335,1
4720738,24.0,24,0.0,1.0,1
4720973,12.0,12,0.0,1.0,1
4721018,12.0,12,0.0,1.0,1
4721118,12.0,12,0.0,1.0,1
4721140,24.0,30,-6.0,1.25,2
4721285,14.0,8,6.0,0.6388888888888888,2
4721516,4.0,4,0.0,1.0,1
4721770,12.0,12,0.0,1.0,1
4721826,6.0,6,0.0,1.0,1
4721929,12.0,12,0.0,1.0,1
4722043,4.0,4,0.0,1.0,1
4722096,30.0,24,6.0,0.8333333333333333,2
4722261,12.0,6,6.0,0.5,2
4722444,8.0,8,0.0,1.0,1
4723087,12.0,12,0.0,1.0,1
4723196,12.0,24,-12.0,2.0,1
4723481,6.0,6,0.0,1.0,1
4723513,12.0,12,0.0,1.0,1
4728195,6.0,6,0.0,1.0,1
4741496,24.0,12,12.0,0.5,2
4757022,6.0,5,1.0,0.8333333333333334,1
4757669,6.0,4,2.0,0.6666666666666666,1
4776819,6.0,6,0.0,1.0,1
4811931,12.0,10,2.0,0.8333333333333334,2
4814505,4.0,4,0.0,1.0,1
4852246,12.0,12,0.0,1.0,2
4878693,8.0,8,0.0,1.0,1
4879091,8.0,8,0.0,1.0,2
4888006,4.0,3,1.0,0.75,1
4911921,12.0,12,0.0,1.0,2
4913661,8.0,8,0.0,1.0,1
4916527,12.0,1,11.0,0.08333333333333333,1
4918102,4.0,2,2.0,0.5,1
4918536,18.0,13,5.0,0.8333333333333334,2
4918780,8.0,4,4.0,0.5,2
4920210,24.0,23,1.0,0.9583333333333333,1
4922174,8.0,8,0.0,1.0,1
4924664,12.0,11,1.0,0.9166666666666667,1
4925235,12.0,12,0.0,1.0,1
4925940,18.0,12,6.0,0.6666666666666666,2
4926973,48.0,44,4.0,0.9166666666666666,1
4927519,4.0,4,0.0,1.0,1
4956986,12.0,12,0.0,1.0,1
4995640,6.0,6,0.0,1.0,1
5010900,24.0,8,16.0,0.3333333333333333,1
5021331,12.0,13,-1.0,1.0833333333333335,1
5028729,12.0,12,0.0,1.0,1
5033734,24.0,24,0.0,1.0,1
5048840,16.0,16,0.0,1.0,2
5084965,12.0,12,0.0,1.0,1
5110321,6.0,6,0.0,1.0,1
5113624,12.0,10,2.0,0.8333333333333333,1
5115708,12.0,12,0.0,1.0,1
5116370,54.0,47,7.0,0.6944444444444443,3
5127194,10.0,4,6.0,0.4583333333333333,2
5128096,4.0,4,0.0,1.0,1
5128389,12.0,12,0.0,1.0,2
5137193,6.0,6,0.0,1.0,1
5140238,12.0,1,11.0,0.08333333333333333,1
5154609,12.0,12,0.0,1.0,1
5164309,4.0,4,0.0,1.0,1
5195871,48.0,24,24.0,0.5,1
5199649,12.0,12,0.0,1.0,2
5230692,6.0,6,0.0,1.0,1
5271925,6.0,5,1.0,0.8333333333333334,1
5287241,6.0,6,0.0,1.0,1
5292890,18.0,11,7.0,0.6666666666666667,2
5303015,28.0,7,21.0,0.3541666666666667,2
5304732,12.0,12,0.0,1.0,1
5305529,6.0,6,0.0,1.0,1
5308855,12.0,11,1.0,0.9166666666666667,2
5310114,12.0,12,0.0,1.0,1
5312941,6.0,6,0.0,1.0,1
5314863,6.0,6,0.0,1.0,1
5319908,4.0,4,0.0,1.0,1
5328399,8.0,4,4.0,0.5,2
5334189,6.0,1,5.0,0.16666666666666666,1
5337220,10.0,10,0.0,1.0,2
5356386,12.0,10,2.0,0.8333333333333334,1
5361003,12.0,12,0.0,1.0,1
5368436,6.0,6,0.0,1.0,1
5407862,66.0,19,47.0,0.3020833333333333,4
5414730,6.0,10,-4.0,1.6666666666666667,1
5453996,4.0,4,0.0,1.0,1
5485569,6.0,6,0.0,1.0,1
5493025,12.0,12,0.0,1.0,2
5493481,4.0,4,0.0,1.0,1
5508899,6.0,6,0.0,1.0,1
5519554,12.0,10,2.0,0.8333333333333333,2
5541857,12.0,11,1.0,0.9166666666666667,1
5546580,6.0,6,0.0,1.0,1
5570999,6.0,6,0.0,1.0,1
5583550,4.0,4,0.0,1.0,1
5597751,6.0,3,3.0,0.5,1
5598222,4.0,4,0.0,1.0,1
5607531,12.0,12,0.0,1.0,1
5612775,4.0,4,0.0,1.0,1
5615995,10.0,10,0.0,1.0,2
5616842,6.0,6,0.0,1.0,1
5652115,6.0,6,0.0,1.0,1
5655632,12.0,12,0.0,1.0,1
5667937,12.0,12,0.0,1.0,2
5669552,12.0,12,0.0,1.0,1
5671980,12.0,10,2.0,0.8333333333333333,1
5686549,6.0,6,0.0,1.0,1
5693807,18.0,24,-6.0,1.5,2
5713587,12.0,12,0.0,1.0,1
5727719,6.0,6,0.0,1.0,1
5733998,6.0,6,0.0,1.0,1
5776357,6.0,6,0.0,1.0,1
5805150,6.0,6,0.0,1.0,1
5823493,4.0,2,2.0,0.5,1
5824095,8.0,8,0.0,1.0,1
5824114,12.0,12,0.0,1.0,1
5852821,6.0,6,0.0,1.0,1
5857407,10.0,4,6.0,0.4583333333333333,2
5858976,6.0,5,1.0,0.8333333333333334,1
5859292,48.0,39,9.0,0.8125,1
5875322,12.0,12,0.0,1.0,1
5889238,6.0,6,0.0,1.0,1
5889411,4.0,4,0.0,1.0,1
5894489,6.0,6,0.0,1.0,1
5915514,24.0,3,21.0,0.1388888888888889,2
5930001,12.0,12,0.0,1.0,1
5934006,18.0,14,4.0,0.7777777777777778,1
5936013,4.0,4,0.0,1.0,1
5954566,6.0,12,-6.0,2.0,1
5958126,6.0,6,0.0,1.0,1
5962444,6.0,6,0.0,1.0,1
5969207,12.0,12,0.0,1.0,2
5986317,6.0,6,0.0,1.0,1
5988299,8.0,8,0.0,1.0,2
5993440,48.0,48,0.0,1.0,2
5998225,8.0,8,0.0,1.0,1
6001158,8.0,8,0.0,1.0,1
6005456,12.0,12,0.0,1.0,2
6025298,4.0,4,0.0,1.0,1
6027690,12.0,1,11.0,0.08333333333333333,1
6028493,6.0,6,0.0,1.0,1
6035576,4.0,4,0.0,1.0,1
6042529,24.0,24,0.0,1.0,1
6057171,8.0,8,0.0,1.0,1
6057848,4.0,4,0.0,1.0,1
6061319,6.0,3,3.0,0.5,1
6071324,6.0,2,4.0,0.3333333333333333,1
6072542,12.0,12,0.0,1.0,1
6072738,6.0,6,0.0,1.0,1
6073259,6.0,5,1.0,0.8333333333333334,1
6073777,4.0,1,3.0,0.25,1
6073838,4.0,4,0.0,1.0,1
6073938,6.0,6,0.0,1.0,1
6074014,24.0,23,1.0,0.9583333333333333,2
6077821,6.0,18,-12.0,3.0,1
6085104,6.0,6,0.0,1.0,1
6104868,4.0,4,0.0,1.0,1
6111805,12.0,1,11.0,0.08333333333333333,1
6129023,12.0,12,0.0,1.0,1
6161183,12.0,12,0.0,1.0,2
6167669,6.0,6,0.0,1.0,1
6214728,12.0,12,0.0,1.0,2
6224661,8.0,8,0.0,1.0,2
6226217,12.0,12,0.0,1.0,1
6227668,6.0,6,0.0,1.0,1
6236373,4.0,4,0.0,1.0,1
6246542,4.0,4,0.0,1.0,1
6250066,6.0,6,0.0,1.0,1
6250567,36.0,13,23.0,0.6805555555555555,2
6252123,6.0,6,0.0,1.0,1
6255232,12.0,12,0.0,1.0,1
6256537,12.0,10,2.0,0.8333333333333334,1
6257931,24.0,7,17.0,0.36111111111111116,3
6276652,6.0,6,0.0,1.0,1
6279617,12.0,13,-1.0,1.0833333333333335,2
6286079,12.0,12,0.0,1.0,2
6302688,6.0,6,0.0,1.0,1
6303247,12.0,18,-6.0,1.5,1
6303281,6.0,6,0.0,1.0,1
6305706,16.0,23,-7.0,1.3333333333333333,2
6306007,12.0,12,0.0,1.0,1
6309378,6.0,6,0.0,1.0,1
6310322,54.0,30,24.0,0.5555555555555555,3
6312960,6.0,6,0.0,1.0,1
6321661,4.0,3,1.0,0.75,1
6326128,66.0,46,20.0,0.7569444444444444,4
6336249,6.0,6,0.0,1.0,1
6348668,48.0,33,15.0,0.6875,1
6356133,6.0,6,0.0,1.0,1
6368666,42.0,12,30.0,0.25925925925925924,3
6369247,12.0,12,0.0,1.0,1
6375692,12.0,12,0.0,1.0,1
6384938,12.0,9,3.0,0.75,1
6408811,8.0,8,0.0,1.0,1
6426908,12.0,1,11.0,0.08333333333333333,1
6430089,12.0,11,1.0,0.9166666666666666,1
6439650,12.0,12,0.0,1.0,1
6440072,6.0,6,0.0,1.0,1
6456471,4.0,4,0.0,1.0,1
6457559,24.0,23,1.0,0.9583333333333334,1
6457618,6.0,6,0.0,1.0,1
6468017,12.0,12,0.0,1.0,1
6468315,48.0,45,3.0,0.9375,1
6469200,12.0,12,0.0,1.0,2
6470710,6.0,6,0.0,1.0,1
6471817,4.0,4,0.0,1.0,1
6477628,12.0,12,0.0,1.0,1
6492165,24.0,22,2.0,0.9166666666666667,1
6492922,6.0,6,0.0,1.0,1
6493635,12.0,6,6.0,0.5,2
6493866,12.0,12,0.0,1.0,1
6497412,6.0,4,2.0,0.6666666666666666,1
6497480,4.0,4,0.0,1.0,1
6498032,18.0,18,0.0,1.0,1
6501478,8.0,8,0.0,1.0,1
6501775,6.0,6,0.0,1.0,1
6502492,12.0,12,0.0,1.0,1
6503920,12.0,12,0.0,1.0,1
6504282,42.0,18,24.0,0.4444444444444444,2
6514716,12.0,11,1.0,0.9166666666666667,1
6519930,12.0,11,1.0,0.9166666666666667,2
6520719,6.0,6,0.0,1.0,1
6523387,6.0,6,0.0,1.0,1
6525520,24.0,23,1.0,0.9583333333333333,1
6527557,4.0,4,0.0,1.0,1
6528374,8.0,8,0.0,1.0,2
6528430,8.0,8,0.0,1.0,1
6532446,12.0,12,0.0,1.0,1
6535417,12.0,12,0.0,1.0,1
6535536,6.0,6,0.0,1.0,1
6535666,8.0,6,2.0,0.75,2
6535692,12.0,21,-9.0,1.75,1
6535962,12.0,12,0.0,1.0,1
6536738,6.0,12,-6.0,2.0,1
6561605,8.0,8,0.0,1.0,1
6563906,12.0,13,-1.0,1.0833333333333335,1
6588295,12.0,12,0.0,1.0,2
6589446,12.0,12,0.0,1.0,1
6591804,6.0,6,0.0,1.0,1
6592668,8.0,8,0.0,1.0,1
6621468,6.0,6,0.0,1.0,1
6622803,6.0,6,0.0,1.0,1
6626391,6.0,6,0.0,1.0,1
6639391,6.0,6,0.0,1.0,1
6639745,4.0,4,0.0,1.0,1
6641223,42.0,34,8.0,0.8518518518518517,2
6643883,4.0,4,0.0,1.0,1
6644799,12.0,5,7.0,0.4166666666666667,1
6648349,6.0,6,0.0,1.0,1
6654818,6.0,5,1.0,0.8333333333333334,1
6660268,6.0,6,0.0,1.0,1
6665723,12.0,13,-1.0,1.0833333333333335,1
6667079,6.0,6,0.0,1.0,1
6667511,8.0,8,0.0,1.0,1
6673818,6.0,6,0.0,1.0,1
6678235,12.0,16,-4.0,1.3333333333333335,1
6681824,4.0,4,0.0,1.0,1
6682059,42.0,38,4.0,0.9097222222222222,2
6682667,4.0,4,0.0,1.0,1
6691703,18.0,10,8.0,0.5555555555555555,3
6694422,6.0,6,0.0,1.0,1
6699017,12.0,12,0.0,1.0,2
6705376,12.0,12,0.0,1.0,1
6714236,12.0,12,0.0,1.0,1
6724435,8.0,7,1.0,0.875,1
6727277,8.0,7,1.0,0.875,1
6729873,12.0,12,0.0,1.0,2
6733821,12.0,1,11.0,0.08333333333333333,1
6734941,6.0,7,-1.0,1.1666666666666667,1
6744375,12.0,8,4.0,0.6666666666666667,1
6744576,6.0,6,0.0,1.0,1
6744904,12.0,9,3.0,0.75,1
6755506,6.0,6,0.0,1.0,1
6756865,12.0,1,11.0,0.08333333333333333,1
6758553,4.0,4,0.0,1.0,1
6764528,6.0,6,0.0,1.0,1
6774933,4.0,4,0.0,1.0,1
6779055,12.0,13,-1.0,1.0833333333333335,1
6782722,12.0,8,4.0,0.6666666666666666,1
6793291,6.0,6,0.0,1.0,1
6840892,12.0,12,0.0,1.0,2
6844447,12.0,13,-1.0,1.0833333333333335,1
6845131,8.0,8,0.0,1.0,2
6848465,54.0,34,20.0,0.888888888888889,2
6849383,6.0,6,0.0,1.0,1
6864068,12.0,12,0.0,1.0,1
6879764,12.0,12,0.0,1.0,2
6884054,4.0,4,0.0,1.0,1
6892043,6.0,6,0.0,1.0,1
6907596,4.0,4,0.0,1.0,1
6921620,6.0,6,0.0,1.0,1
6922358,6.0,5,1.0,0.8333333333333334,1
6927463,6.0,6,0.0,1.0,1
6927691,6.0,6,0.0,1.0,1
6929463,6.0,6,0.0,1.0,1
6929751,10.0,11,-1.0,1.125,2
6934152,6.0,6,0.0,1.0,1
6934704,12.0,12,0.0,1.0,1
6935819,12.0,12,0.0,1.0,2
6939561,6.0,1,5.0,0.16666666666666666,1
6940821,4.0,4,0.0,1.0,1
6941533,6.0,6,0.0,1.0,1
6952772,6.0,1,5.0,0.16666666666666666,1
6961757,6.0,5,1.0,0.8333333333333334,1
6961840,8.0,8,0.0,1.0,1
6961874,6.0,6,0.0,1.0,1
6962060,24.0,2,22.0,0.08333333333333333,2
6964171,30.0,30,0.0,1.125,2
6965054,6.0,6,0.0,1.0,1
6965477,6.0,6,0.0,1.0,1
6967332,12.0,12,0.0,1.0,1
6967665,16.0,21,-5.0,1.2777777777777777,3
6969237,6.0,6,0.0,1.0,1
6970249,8.0,8,0.0,1.0,2
6970702,6.0,6,0.0,1.0,1
6973645,6.0,6,0.0,1.0,1
6988734,4.0,4,0.0,1.0,1
6990307,24.0,24,0.0,1.0,1
6992660,6.0,6,0.0,1.0,1
6993899,12.0,13,-1.0,1.0833333333333335,1
6997639,12.0,6,6.0,0.5,2
7002315,6.0,5,1.0,0.8333333333333334,1
7011083,30.0,32,-2.0,1.0666666666666667,3
7013159,12.0,12,0.0,1.0,1
7017682,6.0,6,0.0,1.0,1
7018200,12.0,1,11.0,0.08333333333333333,1
7041939,6.0,6,0.0,1.0,1
7043154,12.0,12,0.0,1.0,1
7045104,6.0,5,1.0,0.8333333333333334,1
7059511,6.0,6,0.0,1.0,1
7059612,12.0,10,2.0,0.8333333333333334,2
7071539,6.0,6,0.0,1.0,1
7072224,4.0,4,0.0,1.0,1
7078009,6.0,6,0.0,1.0,1
7078089,12.0,12,0.0,1.0,1
7088205,6.0,7,-1.0,1.1666666666666667,1
7088773,12.0,12,0.0,1.0,1
7097709,8.0,2,6.0,0.25,2
7097717,12.0,12,0.0,1.0,2
7097972,12.0,13,-1.0,1.0833333333333335,2
7099069,12.0,12,0.0,1.0,1
7100156,4.0,4,0.0,1.0,1
7100628,48.0,43,5.0,0.8958333333333334,2
7101515,4.0,4,0.0,1.0,1
7101557,14.0,14,0.0,1.0,3
7101919,12.0,12,0.0,1.0,1
7102731,8.0,8,0.0,1.0,2
7107250,48.0,48,0.0,1.0,1
7111044,12.0,7,5.0,0.5833333333333333,2
7113344,12.0,12,0.0,1.0,2
7113566,6.0,6,0.0,1.0,1
7116715,12.0,12,0.0,1.0,1
7118505,12.0,19,-7.0,1.5833333333333333,1
7123651,6.0,6,0.0,1.0,1
7124698,8.0,8,0.0,1.0,2
7125198,6.0,6,0.0,1.0,1
7127190,12.0,12,0.0,1.0,1
7128768,6.0,6,0.0,1.0,1
7130740,6.0,6,0.0,1.0,1
7130832,24.0,6,18.0,0.25,1
7131268,24.0,24,0.0,1.0,1
7133219,6.0,6,0.0,1.0,1
7134160,12.0,1,11.0,0.08333333333333333,1
