acct_id,fiscal_year,price_code_type,package_size,actual_events,tickets_sold,avg_seats_per_event,expected_events,event_gap,utilization_pct
248163,FY23,Fixed Established Subscription 12 Concert,12.0,11,11,1.0,12.0,1.0,0.9166666666666666
248163,FY24,Fixed Established Subscription 12 Concert,12.0,12,12,1.0,12.0,0.0,1.0
248295,FY24,Fixed Freshman Subscription 6 Concert,6.0,5,10,2.0,6.0,1.0,0.8333333333333334
248504,FY23,Fixed Established Subscription 6 Concert,6.0,5,10,2.0,6.0,1.0,0.8333333333333334
248504,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
248625,FY23,Fixed Established Subscription 6 Concert,6.0,1,2,2.0,6.0,5.0,0.16666666666666666
249703,FY23,Fixed Sophomore Subscription 6 Concert,6.0,2,4,2.0,6.0,4.0,0.3333333333333333
250649,FY23,Fixed Sophomore Subscription 24 Concert,24.0,20,20,1.0,24.0,4.0,0.8333333333333334
250649,FY24,Fixed Established Subscription 24 Concert,24.0,15,15,1.0,24.0,9.0,0.625
250649,FY24,Fixed Sophomore Subscription 6 Concert,6.0,2,2,1.0,6.0,4.0,0.3333333333333333
250715,FY23,Fixed Established Subscription 24 Concert,24.0,24,48,1.3333333333333333,24.0,0.0,1.0
250715,FY24,Fixed Established Subscription 24 Concert,24.0,16,31,1.2916666666666667,24.0,8.0,0.6666666666666666
251023,FY23,Fixed Established Subscription 6 Concert,6.0,5,10,2.0,6.0,1.0,0.8333333333333334
251023,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
251067,FY23,Fixed Established Subscription 12 Concert,12.0,6,6,1.0,12.0,6.0,0.5
251067,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
251067,FY24,Fixed Established Subscription 12 Concert,12.0,6,6,1.0,12.0,6.0,0.5
251276,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
251606,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
251606,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
251683,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
251683,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
251771,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
251958,FY23,Fixed Sophomore Subscription 12 Concert,12.0,12,12,1.0,12.0,0.0,1.0
251958,FY24,Fixed Established Subscription 12 Concert,12.0,12,12,1.0,12.0,0.0,1.0
252266,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
252266,FY24,Fixed Established Subscription 6 Concert,6.0,6,19,1.4615384615384615,6.0,0.0,1.0
253410,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
253410,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
253630,FY24,Fixed Freshman Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
253652,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
253652,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
254323,FY23,Fixed Sophomore Subscription 18 Concert,18.0,1,2,2.0,18.0,17.0,0.05555555555555555
254323,FY24,Fixed Established Subscription 24 Concert,24.0,1,2,2.0,24.0,23.0,0.041666666666666664
254323,FY24,Fixed Lapsed Subscription 12 Concert,12.0,1,2,2.0,12.0,11.0,0.08333333333333333
254323,FY24,Fixed Sophomore Subscription 12 Concert,12.0,1,2,2.0,12.0,11.0,0.08333333333333333
255247,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
255247,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
255566,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
255566,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
255786,FY23,Fixed Established Subscription 6 Concert,6.0,5,10,1.0,6.0,1.0,0.8333333333333334
255786,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,1.0,6.0,0.0,1.0
255841,FY23,Fixed Established Subscription Sunday,4.0,4,4,1.0,4.0,0.0,1.0
256358,FY23,Fixed Established Subscription 6 Concert,6.0,11,24,2.0,6.0,-5.0,1.8333333333333333
256358,FY24,Fixed Established Subscription 6 Concert,6.0,12,24,2.0,6.0,-6.0,2.0
256545,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
256545,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,1.7142857142857142,6.0,0.0,1.0
256633,FY23,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
256633,FY24,Fixed Established Subscription 12 Concert,12.0,11,22,2.0,12.0,1.0,0.9166666666666666
257260,FY23,Fixed Established Subscription 6 Concert,6.0,5,6,1.2,6.0,1.0,0.8333333333333334
257260,FY24,Fixed Established Subscription 6 Concert,6.0,4,6,1.0,6.0,2.0,0.6666666666666666
257546,FY23,Fixed Established Subscription 6 Concert,6.0,1,1,1.0,6.0,5.0,0.16666666666666666
257546,FY23,Fixed Freshman Subscription 6 Concert,6.0,1,1,1.0,6.0,5.0,0.16666666666666666
258448,FY23,Fixed Established Subscription 6 Concert,6.0,2,4,2.0,6.0,4.0,0.3333333333333333
258569,FY23,Fixed Established Subscription 24 Concert,24.0,24,24,1.0,24.0,0.0,1.0
258569,FY24,Fixed Established Subscription 18 Concert,18.0,1,1,1.0,18.0,17.0,0.05555555555555555
258569,FY24,Fixed Established Subscription 24 Concert,24.0,22,22,1.0,24.0,2.0,0.9166666666666666
258701,FY23,Fixed Established Subscription 6 Concert,6.0,3,4,1.0,6.0,3.0,0.5
258701,FY24,Fixed Established Subscription 6 Concert,6.0,3,5,1.25,6.0,3.0,0.5
259537,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
259537,FY24,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
259724,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
259724,FY24,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
260219,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
260219,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
261517,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
261517,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
261704,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
261704,FY24,Fixed Established Subscription Sunday,4.0,2,4,2.0,4.0,2.0,0.5
262210,FY23,Fixed Established Subscription 6 Concert,6.0,7,13,1.8571428571428572,6.0,-1.0,1.1666666666666667
262210,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
262441,FY23,Fixed Established Subscription 6 Concert,6.0,5,5,1.0,6.0,1.0,0.8333333333333334
263321,FY23,Fixed Established Subscription 6 Concert,6.0,7,14,2.0,6.0,-1.0,1.1666666666666667
263321,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
263618,FY23,Fixed Freshman Subscription 6 Concert,6.0,8,12,1.3333333333333333,6.0,-2.0,1.3333333333333333
263618,FY24,Fixed Sophomore Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
264080,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
264080,FY23,Fixed Established Subscription Sunday,4.0,1,2,2.0,4.0,3.0,0.25
264080,FY24,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
266335,FY23,Fixed Freshman Subscription 12 Concert,12.0,6,22,2.0,12.0,6.0,0.5
266357,FY24,Fixed Sophomore Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
267336,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
267336,FY24,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
267787,FY23,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
267787,FY24,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
268260,FY23,Fixed Sophomore  Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
268315,FY23,Fixed Established Subscription 18 Concert,18.0,18,18,1.0,18.0,0.0,1.0
268315,FY24,Fixed Established Subscription 18 Concert,18.0,18,18,1.0,18.0,0.0,1.0
269459,FY23,Fixed Established Subscription Sunday,4.0,4,8,1.0,4.0,0.0,1.0
269459,FY24,Fixed Established Subscription Sunday,4.0,4,8,1.0,4.0,0.0,1.0
270493,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
270636,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
270636,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
271010,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
271010,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
271494,FY23,Fixed Chorus Subscription 12 Concert,12.0,1,2,1.0,12.0,11.0,0.08333333333333333
273100,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
273100,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
274123,FY24,Fixed Freshman Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
274387,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
274629,FY23,Fixed Established Subscription 12 Concert,12.0,11,22,2.0,12.0,1.0,0.9166666666666666
274629,FY24,Fixed Established Subscription 12 Concert,12.0,11,24,1.8461538461538463,12.0,1.0,0.9166666666666666
274838,FY23,Fixed Established Subscription Sunday,4.0,2,2,1.0,4.0,2.0,0.5
274838,FY24,Fixed Established Subscription Sunday,4.0,3,4,1.0,4.0,1.0,0.75
275146,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
275146,FY24,Fixed Established Subscription 6 Concert,6.0,6,11,1.5714285714285714,6.0,0.0,1.0
275883,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
275883,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
275916,FY23,Fixed Sophomore Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
276268,FY23,Fixed Freshman Subscription 18 Concert,18.0,13,26,1.8571428571428572,18.0,5.0,0.7222222222222222
276268,FY24,Fixed Established Subscription 24 Concert,24.0,1,2,2.0,24.0,23.0,0.041666666666666664
276268,FY24,Fixed Sophomore Subscription 18 Concert,18.0,16,34,1.8888888888888888,18.0,2.0,0.8888888888888888
276972,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
276972,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
278380,FY24,Fixed Upgrade Subscription 6 Concert,6.0,6,13,1.8571428571428572,6.0,0.0,1.0
278655,FY24,Fixed Upgrade Subscription 6 Concert,6.0,5,9,1.8,6.0,1.0,0.8333333333333334
278688,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
278688,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
278974,FY23,Fixed Freshman Subscription 6 Concert,6.0,6,18,3.0,6.0,0.0,1.0
278974,FY24,Fixed Upgrade Subscription Sunday,4.0,4,12,3.0,4.0,0.0,1.0
279403,FY23,Fixed Established Subscription 6 Concert,6.0,5,12,2.0,6.0,1.0,0.8333333333333334
279403,FY24,Fixed Established Subscription 6 Concert,6.0,5,12,2.0,6.0,1.0,0.8333333333333334
280217,FY23,Fixed Sophomore Subscription 12 Concert,12.0,12,13,1.0,12.0,0.0,1.0
280217,FY24,Fixed Established Subscription 12 Concert,12.0,12,12,1.0,12.0,0.0,1.0
280371,FY23,Fixed Sophomore Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
280371,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
280393,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
280393,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
281493,FY23,Fixed Chorus Subscription 6 Concert,6.0,1,2,2.0,6.0,5.0,0.16666666666666666
281592,FY23,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
281592,FY24,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
282824,FY23,Fixed Established Subscription 6 Concert,6.0,4,8,2.0,6.0,2.0,0.6666666666666666
282824,FY24,Fixed Established Subscription 12 Concert,12.0,10,20,2.0,12.0,2.0,0.8333333333333334
283011,FY23,Fixed Sophomore Subscription 6 Concert,6.0,7,22,2.75,6.0,-1.0,1.1666666666666667
283110,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
283451,FY23,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
283451,FY24,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
284892,FY23,Fixed Established Subscription 12 Concert,12.0,4,8,2.0,12.0,8.0,0.3333333333333333
284892,FY24,Fixed Established Subscription 12 Concert,12.0,6,12,2.0,12.0,6.0,0.5
285695,FY23,Fixed Established Subscription 6 Concert,6.0,5,12,2.0,6.0,1.0,0.8333333333333334
285695,FY24,Fixed Established Subscription 6 Concert,6.0,5,12,2.0,6.0,1.0,0.8333333333333334
285772,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
285772,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
286036,FY23,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
286036,FY24,Fixed Established Subscription 12 Concert,12.0,10,20,2.0,12.0,2.0,0.8333333333333334
286432,FY24,Fixed Lapsed Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
286608,FY24,Fixed Sophomore Subscription 6 Concert,6.0,1,2,2.0,6.0,5.0,0.16666666666666666
287235,FY23,Fixed Established Subscription 24 Concert,24.0,17,48,1.7777777777777777,24.0,7.0,0.7083333333333334
287477,FY23,Fixed Established Subscription 12 Concert,12.0,9,18,1.5,12.0,3.0,0.75
287477,FY24,Fixed Established Subscription 12 Concert,12.0,9,18,1.5,12.0,3.0,0.75
287785,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
287785,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
288951,FY23,Fixed Freshman Subscription 6 Concert,6.0,1,1,1.0,6.0,5.0,0.16666666666666666
288951,FY23,Fixed Musician Subscription 6 Concert,6.0,7,9,1.2857142857142858,6.0,-1.0,1.1666666666666667
288951,FY24,Fixed Musician Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
289094,FY24,Fixed Freshman Subscription Sunday,4.0,4,4,1.0,4.0,0.0,1.0
289446,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
289446,FY24,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
289545,FY23,Fixed Freshman Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
289545,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
290216,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
290216,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
290403,FY23,Fixed Freshman Subscription Sunday,4.0,4,4,1.0,4.0,0.0,1.0
291492,FY23,Fixed Established Subscription 18 Concert,18.0,18,18,1.0,18.0,0.0,1.0
291492,FY24,Fixed Established Subscription 18 Concert,18.0,18,18,1.0,18.0,0.0,1.0
292328,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
292328,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
292581,FY24,Fixed Freshman Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
293637,FY23,Fixed Established Subscription 6 Concert,6.0,4,20,2.0,6.0,2.0,0.6666666666666666
293637,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
295804,FY23,Fixed Sophomore  Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
296453,FY23,Fixed Established Subscription 6 Concert,6.0,4,12,2.0,6.0,2.0,0.6666666666666666
296453,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
297058,FY24,Fixed Freshman Subscription 6 Concert,6.0,3,6,2.0,6.0,3.0,0.5
297289,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
297289,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
297300,FY24,Fixed Established Subscription 6 Concert,6.0,6,24,2.0,6.0,0.0,1.0
297663,FY24,Fixed Sophomore  Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
297707,FY23,Fixed Freshman Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
297707,FY24,Fixed Sophomore Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
297916,FY23,Fixed Freshman Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
298994,FY23,Fixed Established Subscription Sunday,4.0,4,4,1.0,4.0,0.0,1.0
298994,FY24,Fixed Established Subscription Sunday,4.0,3,3,1.0,4.0,1.0,0.75
299467,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
300259,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
300281,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
300281,FY24,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
300490,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
300490,FY24,Fixed Established Subscription 6 Concert,6.0,6,18,1.5,6.0,0.0,1.0
301260,FY24,Fixed Sophomore  Subscription Sunday,4.0,3,3,1.0,4.0,1.0,0.75
301810,FY23,Fixed Established Subscription 6 Concert,6.0,6,18,2.5714285714285716,6.0,0.0,1.0
301810,FY24,Fixed Established Subscription 6 Concert,6.0,6,18,2.5714285714285716,6.0,0.0,1.0
302536,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
302536,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
302569,FY23,Fixed Established Subscription 12 Concert,12.0,6,12,2.0,12.0,6.0,0.5
302569,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
302569,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
302756,FY23,Fixed Established Subscription 24 Concert,24.0,21,21,1.0,24.0,3.0,0.875
302756,FY24,Fixed Established Subscription 24 Concert,24.0,18,18,1.0,24.0,6.0,0.75
303042,FY24,Fixed Freshman Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
303548,FY23,Fixed Established Subscription Sunday,4.0,3,6,2.0,4.0,1.0,0.75
303548,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
304032,FY23,Fixed Established Subscription 6 Concert,6.0,3,6,1.2,6.0,3.0,0.5
304032,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,1.7142857142857142,6.0,0.0,1.0
304560,FY23,Fixed Established Subscription Sunday,4.0,4,4,1.0,4.0,0.0,1.0
304560,FY24,Fixed Established Subscription Sunday,4.0,2,2,1.0,4.0,2.0,0.5
304659,FY23,Fixed Established Subscription 6 Concert,6.0,6,11,1.5714285714285714,6.0,0.0,1.0
304659,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
304703,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
304780,FY23,Fixed Established Subscription 6 Concert,6.0,5,10,2.0,6.0,1.0,0.8333333333333334
304780,FY24,Fixed Established Subscription 6 Concert,6.0,5,10,2.0,6.0,1.0,0.8333333333333334
304835,FY23,Fixed Established Subscription 24 Concert,24.0,24,48,2.0,24.0,0.0,1.0
304835,FY24,Fixed Established Subscription 24 Concert,24.0,24,48,2.0,24.0,0.0,1.0
305176,FY23,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
305176,FY23,Fixed Freshman Subscription 24 Concert,24.0,1,6,6.0,24.0,23.0,0.041666666666666664
305176,FY24,Fixed Established Subscription 12 Concert,12.0,13,30,2.3076923076923075,12.0,-1.0,1.0833333333333333
306166,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
306166,FY24,Fixed Established Subscription Sunday,4.0,4,4,1.0,4.0,0.0,1.0
306309,FY24,Fixed Musician Subscription 18 Concert,18.0,1,2,2.0,18.0,17.0,0.05555555555555555
306573,FY23,Fixed Lapsed Subscription 6 Concert,6.0,3,6,1.0,6.0,3.0,0.5
306573,FY24,Fixed Established Subscription 6 Concert,6.0,3,8,2.0,6.0,3.0,0.5
306672,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
306672,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
310918,FY23,Fixed Established Subscription Sunday,4.0,4,9,2.25,4.0,0.0,1.0
310918,FY24,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
311512,FY23,Fixed Lapsed Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
311578,FY23,Fixed Established Subscription 24 Concert,24.0,24,24,1.0,24.0,0.0,1.0
311578,FY24,Fixed Established Subscription 24 Concert,24.0,24,24,1.0,24.0,0.0,1.0
311688,FY23,Fixed Established Subscription 6 Concert,6.0,6,6,1.0,6.0,0.0,1.0
311754,FY23,Fixed Established Subscription 6 Concert,6.0,6,18,3.0,6.0,0.0,1.0
311754,FY24,Fixed Established Subscription 6 Concert,6.0,5,10,2.0,6.0,1.0,0.8333333333333334
311963,FY23,Fixed Established Subscription 6 Concert,6.0,5,10,1.0,6.0,1.0,0.8333333333333334
311963,FY24,Fixed Established Subscription 6 Concert,6.0,5,10,2.0,6.0,1.0,0.8333333333333334
312073,FY23,Fixed Established Subscription 24 Concert,24.0,22,44,1.2222222222222223,24.0,2.0,0.9166666666666666
312271,FY23,Fixed Established Subscription 12 Concert,12.0,12,24,2.0,12.0,0.0,1.0
312271,FY24,Fixed Established Subscription 12 Concert,12.0,10,20,2.0,12.0,2.0,0.8333333333333334
312315,FY23,Fixed Established Subscription 12 Concert,12.0,12,24,1.3333333333333333,12.0,0.0,1.0
312315,FY24,Fixed Established Subscription 12 Concert,12.0,12,24,1.3333333333333333,12.0,0.0,1.0
314053,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
314053,FY24,Fixed Established Subscription 6 Concert,6.0,6,14,2.0,6.0,0.0,1.0
314108,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,1.0,6.0,0.0,1.0
314108,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,1.0,6.0,0.0,1.0
314141,FY23,Fixed Established Subscription Sunday,4.0,4,8,2.0,4.0,0.0,1.0
314163,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
314482,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
314482,FY24,Fixed Established Subscription 6 Concert,6.0,5,10,1.6666666666666667,6.0,1.0,0.8333333333333334
314790,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
314790,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
315285,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
315340,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
315340,FY24,Fixed Established Subscription 6 Concert,6.0,6,7,1.1666666666666667,6.0,0.0,1.0
315472,FY23,Fixed Upgrade Subscription 24 Concert,24.0,24,48,2.0,24.0,0.0,1.0
315472,FY24,Fixed Established Subscription 6 Concert,6.0,1,2,2.0,6.0,5.0,0.16666666666666666
315505,FY23,Fixed Established Subscription 18 Concert,18.0,14,18,1.0588235294117647,18.0,4.0,0.7777777777777778
315505,FY24,Fixed Established Subscription 18 Concert,18.0,13,18,1.0,18.0,5.0,0.7222222222222222
315813,FY24,Fixed Freshman Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
315967,FY23,Fixed Established Subscription 12 Concert,12.0,11,11,1.0,12.0,1.0,0.9166666666666666
315967,FY23,Fixed Freshman Subscription 24 Concert,24.0,1,1,1.0,24.0,23.0,0.041666666666666664
315967,FY24,Fixed Established Subscription 18 Concert,18.0,17,18,1.0,18.0,1.0,0.9444444444444444
316110,FY23,Fixed Established Subscription 24 Concert,24.0,23,23,1.0,24.0,1.0,0.9583333333333334
316110,FY24,Fixed Established Subscription 24 Concert,24.0,24,24,1.0,24.0,0.0,1.0
316781,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
316781,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
317133,FY23,Fixed Established Subscription Sunday,4.0,4,4,1.0,4.0,0.0,1.0
317133,FY24,Fixed Established Subscription Sunday,4.0,3,3,1.0,4.0,1.0,0.75
317551,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
317551,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
318552,FY23,Fixed Established Subscription 6 Concert,6.0,12,24,2.0,6.0,-6.0,2.0
319201,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
319201,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
319509,FY24,Fixed Established Subscription 6 Concert,6.0,6,18,3.0,6.0,0.0,1.0
320576,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
320576,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
320631,FY23,Fixed Musician Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
320631,FY24,Fixed Musician Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
322116,FY23,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
322116,FY24,Fixed Established Subscription 6 Concert,6.0,6,12,2.0,6.0,0.0,1.0
322512,FY23,Fixed Freshman Subscription 6 Concert,6.0,4,5,1.0,6.0,2.0,0.6666666666666666
322512,FY24,Fixed Sophomore  Subscription Sunday,4.0,2,2,1.0,4.0,2.0,0.5
