event_name,section_name,row_name,seat_num,last_seat,num_seats,acct_id,zip,add_datetime,price_code,comp,comp_name,purchase_price,paid_amount,source
240224SE,BALCR,F,2,2,1,9581305,30290,2/20/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,2,2,1,9034687,30360,4/17/2024,I0E,N,Not Comp,0,0,online
230323SE,BALCR,F,3,3,1,8928844,13104,3/23/2023,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,3,3,1,9165859,55318,4/14/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,3,3,1,8625865,30564,4/19/2023,I0E,N,Not Comp,0,0,online
230615SE,BALCR,F,3,3,1,9074632,30329,6/14/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,3,3,1,8096486,30097,11/15/2023,I0E,N,Not Comp,0,0,online
240120SE,BALCR,F,3,3,1,9369894,13104,1/20/2024,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,3,3,1,8928844,13104,2/20/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,3,3,1,9643121,30308,2/22/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,3,3,1,9796968,30308,2/25/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,3,3,1,9561582,30005,4/17/2024,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,4,4,1,9127659,20876,4/14/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,4,4,1,9282973,7726,4/19/2023,I0E,N,Not Comp,0,0,online
230617SE,BALCR,F,4,4,1,246216,30002,6/15/2023,I0E,N,Not Comp,0,0,online
241005SE,BALCR,F,4,5,2,8870626,30305,10/5/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,4,5,2,9434606,30115,10/7/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,4,4,1,9592852,30309,11/15/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,4,4,1,9609142,60062,11/15/2023,I0E,N,Not Comp,0,0,online
240120SE,BALCR,F,4,4,1,8928844,13104,1/20/2024,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,4,4,1,9584552,30033,2/20/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,4,4,1,9792587,30040,2/22/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,4,4,1,9796863,30318,2/25/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,4,4,1,9736941,Unknown,4/17/2024,I0E,N,Not Comp,0,0,online
230402S3,BALCR,F,5,5,1,7084338,30062,3/29/2023,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,5,5,1,8934856,,4/14/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,5,5,1,9012034,30308,4/19/2023,I0E,N,Not Comp,0,0,online
230617SE,BALCR,F,5,5,1,9280618,30316,6/14/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,5,5,1,9581290,30318,11/15/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,5,5,1,8710665,30324,11/15/2023,I0E,N,Not Comp,0,0,online
240120SE,BALCR,F,5,5,1,8868288,30303,1/20/2024,I0E,N,Not Comp,0,0,online
240127SE,BALCR,F,5,5,1,9731697,30909,1/25/2024,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,5,5,1,8923825,30317,2/21/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,5,5,1,9170160,30135,2/20/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,5,5,1,9762310,33407,2/25/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,5,5,1,9796968,30308,4/16/2024,I0E,N,Not Comp,0,0,online
240613SE,BALCR,F,5,5,1,9136500,30309,6/12/2024,I0E,N,Not Comp,0,0,online
230325SE,BALCR,F,6,6,1,9006938,,3/23/2023,I0E,N,Not Comp,0,0,online
230402S3,BALCR,F,6,6,1,8798792,30736-7957,3/29/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,6,6,1,9012034,30308,4/19/2023,I0B,N,Not Comp,14,14,online
230520SE,BALCR,F,6,6,1,9209776,,5/12/2023,I0E,N,Not Comp,0,0,online
230610SE,BALCR,F,6,6,1,8943078,30030,6/9/2023,I0E,N,Not Comp,0,0,online
230617SE,BALCR,F,6,6,1,9280618,30316,6/14/2023,I0B,N,Not Comp,14,14,online
241005SE,BALCR,F,6,7,2,9369894,13104,10/5/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,6,6,1,8942334,30126,10/7/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,6,6,1,9581305,30290,11/15/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,6,6,1,9535693,30084,11/15/2023,I0E,N,Not Comp,0,0,online
240127SE,BALCR,F,6,6,1,9279821,30809,1/25/2024,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,6,6,1,8870626,30305,2/21/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,6,6,1,9501667,30606,2/20/2024,I0B,N,Not Comp,16,16,online
240225SM,BALCR,F,6,6,1,9796110,60022,2/25/2024,I0E,N,Not Comp,0,0,ASO Staff
240316SE,BALCR,F,6,6,1,9157049,30309,3/15/2024,I0B,N,Not Comp,16,16,online
240321SE,BALCR,F,6,6,1,9749172,30303,3/18/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,6,6,1,9751203,53217,4/16/2024,I0E,N,Not Comp,0,0,online
240613SE,BALCR,F,6,6,1,9055873,30309,6/12/2024,I0E,N,Not Comp,0,0,online
230924SE,BALCR,F,7,7,1,8912888,30005,9/23/2022,I0E,N,Not Comp,0,0,online
231208SE,BALCR,F,7,7,1,9002994,30363,12/8/2022,I0E,N,Not Comp,0,0,online
231210SE,BALCR,F,7,7,1,8912994,31906,12/8/2022,I0B,N,Not Comp,14,14,online
230325SE,BALCR,F,7,7,1,8900919,30034,3/23/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,7,7,1,8465852,30318,4/19/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,7,7,1,9102872,30318,5/18/2023,I0E,N,Not Comp,0,0,online
230617SE,BALCR,F,7,7,1,9044529,30332,6/13/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,7,8,2,9499348,30008,10/3/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,7,7,1,9614655,30030,11/15/2023,I0E,N,Not Comp,0,0,online
240127SE,BALCR,F,7,7,1,9068837,30043,1/25/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,7,7,1,9501667,30606,2/20/2024,I0E,N,Not Comp,0,0,online
240316SE,BALCR,F,7,7,1,9157049,30309,3/15/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,7,7,1,9754839,30332,4/16/2024,I0E,N,Not Comp,0,0,online
240601SE,BALCR,F,7,7,1,9751203,53217,6/1/2024,I0E,N,Not Comp,0,0,online
240615SE,BALCR,F,7,7,1,9779431,30329,6/14/2024,I0E,N,Not Comp,0,0,online
231210SE,BALCR,F,8,8,1,8912994,31906,12/8/2022,I0E,N,Not Comp,0,0,online
230330SE,BALCR,F,8,8,1,8906132,30338,3/29/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,8,8,1,8465852,30318,4/19/2023,I0B,N,Not Comp,14,14,online
230520SE,BALCR,F,8,8,1,9122371,30318,5/18/2023,I0E,N,Not Comp,0,0,online
230617SE,BALCR,F,8,8,1,8598796,30332,6/13/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,8,8,1,9036225,30332,11/15/2023,I0B,N,Not Comp,16,16,online
240127SE,BALCR,F,8,8,1,9166221,30043,1/25/2024,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,8,8,1,9791962,30345,2/22/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,8,8,1,9589642,30041,2/20/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,8,8,1,9209258,30809,4/16/2024,I0E,N,Not Comp,0,0,online
240504SE,BALCR,F,8,8,1,8921892,30318,5/2/2024,I0B,N,Not Comp,16,16,online
231210SE,BALCR,F,9,9,1,8907211,31904,12/8/2022,I0E,N,Not Comp,0,0,online
230202SE,BALCR,F,9,9,1,9111831,30028,2/1/2023,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,9,9,1,9176006,30326,4/13/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,9,9,1,9258479,30188,4/19/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,9,9,1,8705451,30318,5/18/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,9,9,1,9562555,30327,11/15/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,9,9,1,9778249,30039,2/22/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,9,9,1,9166155,30236,2/20/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,9,9,1,9583680,30313,4/16/2024,I0E,N,Not Comp,0,0,online
240504SE,BALCR,F,9,9,1,8921892,30318,5/2/2024,I0E,N,Not Comp,0,0,online
240601SE,BALCR,F,9,9,1,9796968,30308,6/1/2024,I0E,N,Not Comp,0,0,online
231210SE,BALCR,F,10,10,1,8891965,30318,12/8/2022,I0E,N,Not Comp,0,0,online
230202SE,BALCR,F,10,10,1,9103553,30313,2/1/2023,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,10,10,1,9176010,30326,4/13/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,10,10,1,9170977,30318,4/19/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,10,10,1,9340975,30033,5/20/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,10,10,1,9563710,37204,11/15/2023,I0E,N,Not Comp,0,0,online
240127SE,BALCR,F,10,10,1,9623652,30308-1092,1/25/2024,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,10,10,1,8873272,33469,2/22/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,10,10,1,9759070,31525-4614,2/20/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,10,10,1,9727558,30548,4/16/2024,I0E,N,Not Comp,0,0,online
240504SE,BALCR,F,10,10,1,8283952,30318,5/3/2024,I0E,N,Not Comp,0,0,online
231210SE,BALCR,F,11,11,1,8986800,30030,12/8/2022,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,11,11,1,9198934,22030,4/12/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,11,11,1,8712127,44118,4/19/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,11,11,1,9340850,20816,5/20/2023,I0E,N,Not Comp,0,0,online
230610SE,BALCR,F,11,11,1,8519094,30087,6/8/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,11,12,2,9464492,30101,10/6/2023,I0E,N,Not Comp,0,0,online
241116SE,BALCR,F,11,11,1,9611686,30314,11/15/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,11,11,1,9172037,30318,11/15/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,11,11,1,8469198,30308,11/15/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,11,11,1,9578059,33469,2/21/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,11,11,1,9789195,30809,2/20/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,11,11,1,9780033,30024,2/23/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,11,11,1,8921932,48356,4/16/2024,I0E,N,Not Comp,0,0,online
240504SE,BALCR,F,11,11,1,9762648,30009,5/2/2024,I0E,N,Not Comp,0,0,online
231210SE,BALCR,F,12,12,1,8986815,46032,12/8/2022,I0E,N,Not Comp,0,0,online
231211S3,BALCR,F,12,12,1,9041759,95135,12/6/2022,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,12,12,1,9197936,30062,4/12/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,12,12,1,9162273,90720,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,12,12,1,9006938,,5/18/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,12,12,1,9340794,85711,5/20/2023,I0E,N,Not Comp,0,0,online
241005SE,BALCR,F,12,13,2,8636865,30075,10/4/2023,I0E,N,Not Comp,0,0,online
241116SE,BALCR,F,12,12,1,9612128,30071-2196,11/14/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,12,12,1,9612729,30062,11/14/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,12,12,1,8878613,30030,11/15/2023,I0B,N,Not Comp,16,16,online
240222SE,BALCR,F,12,12,1,9578900,55346,2/21/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,12,12,1,9164605,31792,2/20/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,12,12,1,9779431,30329,2/23/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,12,12,1,9279107,6901,4/15/2024,I0E,N,Not Comp,0,0,online
240504SE,BALCR,F,12,12,1,8356885,30127,5/2/2024,I0E,N,Not Comp,0,0,online
231211S3,BALCR,F,13,13,1,9029906,30363,12/6/2022,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,13,13,1,9184409,20171,4/12/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,13,13,1,9177543,30332,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,13,13,1,8900919,30034,5/18/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,13,13,1,9333700,30188,5/17/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,13,13,1,7697560,30313,10/6/2023,I0E,N,Not Comp,0,0,online
241116SE,BALCR,F,13,13,1,9527595,30004,11/14/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,13,13,1,8983860,30062,11/14/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,13,13,1,8878613,30030,11/15/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,13,13,1,9340794,85711,2/21/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,13,13,1,9281425,30328,2/20/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,13,13,1,6973761,63110,2/21/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,13,13,1,9796968,30308,4/16/2024,I0E,N,Not Comp,0,0,ASO Staff
240504SE,BALCR,F,13,13,1,9748001,30101,5/2/2024,I0E,N,Not Comp,0,0,online
240516SE,BALCR,F,13,13,1,8920833,30047,5/14/2024,I0B,N,Not Comp,16,16,online
240613SE,BALCR,F,13,13,1,9196360,30327,6/12/2024,I0B,N,Not Comp,16,16,online
230415SE,BALCR,F,14,14,1,9277143,30066,4/13/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,14,14,1,9104264,30318,4/19/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,14,14,1,8985382,30188,5/17/2023,I0E,N,Not Comp,0,0,online
241005SE,BALCR,F,14,15,2,9119304,,10/4/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,14,14,1,8868795,30332,10/7/2023,I0E,N,Not Comp,0,0,online
241116SE,BALCR,F,14,14,1,9239304,30308,11/14/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,14,14,1,8798792,30736-7957,11/14/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,14,14,1,9029906,30363,11/15/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,14,14,1,9358741,30054,2/21/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,14,14,1,9747458,30809,2/20/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,14,14,1,8827978,30083,2/21/2024,I0E,N,Not Comp,0,0,online
240420SE,BALCR,F,14,14,1,9751203,53217,4/16/2024,I0E,N,Not Comp,0,0,ASO Staff
240504SE,BALCR,F,14,14,1,8465750,30252,5/2/2024,I0E,N,Not Comp,0,0,online
240516SE,BALCR,F,14,14,1,8920833,30047,5/14/2024,I0E,N,Not Comp,0,0,online
240613SE,BALCR,F,14,14,1,8483724,30067,6/12/2024,I0B,N,Not Comp,16,16,online
230330SE,BALCR,F,15,15,1,8928844,13104,3/29/2023,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,15,15,1,8908642,,4/12/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,15,15,1,8760070,30309,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,15,15,1,9166155,30236,5/16/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,15,15,1,8706541,30067,5/17/2023,I0E,N,Not Comp,0,0,online
230615SE,BALCR,F,15,15,1,9106105,30309,6/13/2023,I0E,N,Not Comp,0,0,online
230618S3,BALCR,F,15,15,1,8887585,30533,6/18/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,15,16,2,9505289,27708,10/6/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,15,15,1,9168209,30062,11/14/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,15,15,1,9499070,78249,11/15/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,15,15,1,8929686,30308,2/21/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,15,15,1,8554256,30309,2/20/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,15,15,1,9157049,30309,2/20/2024,I0E,N,Not Comp,0,0,online
240504SE,BALCR,F,15,15,1,9735318,21218,5/2/2024,I0E,N,Not Comp,0,0,online
240613SE,BALCR,F,15,15,1,8483724,30067,6/12/2024,I0E,N,Not Comp,0,0,online
231117SE,BALCR,F,16,16,1,8982411,30068,11/16/2022,I0E,N,Not Comp,0,0,online
230330SE,BALCR,F,16,16,1,8928844,13104,3/29/2023,I0B,N,Not Comp,14,14,online
230415SE,BALCR,F,16,16,1,8991929,19341,4/12/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,16,16,1,8943006,30363,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,16,16,1,9170160,30135,5/16/2023,I0E,N,Not Comp,0,0,online
230617SE,BALCR,F,16,16,1,8235416,30022,6/13/2023,I0E,N,Not Comp,0,0,online
230618S3,BALCR,F,16,16,1,8906708,30032,6/18/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,16,16,1,8985382,30188,11/14/2023,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,16,16,1,9416116,30309,2/20/2024,I0E,N,Not Comp,0,0,online
240225SM,BALCR,F,16,16,1,9767142,30338,2/21/2024,I0E,N,Not Comp,0,0,online
240404SE,BALCR,F,16,16,1,9573557,30313,4/3/2024,I0E,N,Not Comp,0,0,online
240504SE,BALCR,F,16,16,1,9726709,30345,5/1/2024,I0E,N,Not Comp,0,0,online
231117SE,BALCR,F,17,17,1,8940876,30144,11/16/2022,I0E,N,Not Comp,0,0,online
230330SE,BALCR,F,17,17,1,8581004,30303,3/30/2023,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,17,17,1,9176471,30309,4/12/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,17,17,1,8988659,30332,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,17,17,1,9164605,31792,5/16/2023,I0E,N,Not Comp,0,0,online
230617SE,BALCR,F,17,17,1,8788684,30022,6/13/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,17,18,2,9505243,2127,10/5/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,17,17,1,8706541,30067,11/14/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,17,17,1,9423566,30309,2/20/2024,I0B,N,Not Comp,16,16,online
240224SE,BALCR,F,17,17,1,8920833,30047,2/20/2024,I0B,N,Not Comp,16,16,online
240225SM,BALCR,F,17,17,1,9321372,,2/21/2024,I0E,N,Not Comp,0,0,online
231117SE,BALCR,F,18,18,1,8927930,30269,11/16/2022,I0E,N,Not Comp,0,0,online
231208SE,BALCR,F,18,18,1,8516194,30329,12/8/2022,I0B,N,Not Comp,14,14,online
230415SE,BALCR,F,18,18,1,9176545,30306,4/12/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,18,18,1,9128021,71008,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,18,18,1,9331582,32960,5/16/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,18,18,1,9029906,30363,5/17/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,18,18,1,9428747,30332,11/14/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,18,18,1,9402800,30215,11/14/2023,I0E,N,Not Comp,0,0,online
240127SE,BALCR,F,18,18,1,9501693,30318,1/23/2024,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,18,18,1,9423566,30309,2/20/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,18,18,1,8716810,30305,2/20/2024,I0E,N,Not Comp,0,0,online
240229SE,BALCR,F,18,18,1,9802015,30318,2/29/2024,I0E,N,Not Comp,0,0,online
231117SE,BALCR,F,19,19,1,8983961,30040,11/16/2022,I0E,N,Not Comp,0,0,online
231208SE,BALCR,F,19,19,1,8516194,30329,12/8/2022,I0E,N,Not Comp,0,0,online
230224SE,BALCR,F,19,19,1,9200037,30114,2/24/2023,I0E,N,Not Comp,0,0,online
230415SE,BALCR,F,19,19,1,8988388,30306,4/12/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,19,19,1,8759926,30328,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,19,19,1,9157049,30309,5/16/2023,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,19,19,1,9101328,30363,5/18/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,19,20,2,9435155,30318,10/5/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,19,19,1,9578452,30332,11/14/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,19,19,1,7697560,30313,11/15/2023,I0E,N,Not Comp,0,0,online
240127SE,BALCR,F,19,19,1,9735318,21218,1/24/2024,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,19,19,1,9735318,21218,2/20/2024,I0E,N,Not Comp,0,0,online
240224SE,BALCR,F,19,19,1,9775387,33412,2/20/2024,I0E,N,Not Comp,0,0,online
240616SM,BALCR,F,19,19,1,8570113,30324,6/11/2024,I0E,N,Not Comp,0,0,online
231117SE,BALCR,F,20,20,1,8939071,30030-1551,11/14/2022,I0E,N,Not Comp,0,0,online
231119SE,BALCR,F,20,20,1,8838683,30309,11/18/2022,I0E,N,Not Comp,0,0,online
230224SE,BALCR,F,20,20,1,9199760,30114,2/24/2023,I0E,N,Not Comp,0,0,online
230323SE,BALCR,F,20,20,1,9029906,30363,3/21/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,20,20,1,8410699,30318,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,20,20,1,9157313,30309,5/16/2023,I0E,N,Not Comp,0,0,online
230615SE,BALCR,F,20,20,1,6336972,30306,6/13/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,20,20,1,7697560,30313,11/15/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,20,20,1,9174185,30308,2/20/2024,I0E,N,Not Comp,0,0,online
240229SE,BALCR,F,20,20,1,8659889,30306,2/29/2024,I0E,N,Not Comp,0,0,online
240321SE,BALCR,F,20,20,1,9830314,33076,3/21/2024,I0E,N,Not Comp,0,0,online
231117SE,BALCR,F,21,21,1,7575430,1776,11/14/2022,I0E,N,Not Comp,0,0,online
230203SE,BALCR,F,21,21,1,8478334,30308,2/1/2023,I0E,N,Not Comp,0,0,online
230420SE,BALCR,F,21,21,1,9119190,85259,4/19/2023,I0E,N,Not Comp,0,0,online
230518SE,BALCR,F,21,21,1,8410699,30318,5/15/2023,I0E,N,Not Comp,0,0,online
241007SE,BALCR,F,21,21,1,7617076,30318,10/3/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,21,21,1,9435849,30324,2/20/2024,I0E,N,Not Comp,0,0,online
240321SE,BALCR,F,21,21,1,8664200,60302,3/21/2024,I0B,N,Not Comp,16,16,online
230224SE,BALCR,F,22,22,1,9170160,30135,2/24/2023,I0E,N,Not Comp,0,0,online
230323SE,BALCR,F,22,22,1,8659889,30306,3/20/2023,I0E,N,Not Comp,0,0,online
230421SE,BALCR,F,22,22,1,8781127,30332-1400,4/19/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,22,22,1,9573557,30313,11/15/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,22,22,1,9624990,99163,2/20/2024,I0E,N,Not Comp,0,0,online
240229SE,BALCR,F,22,22,1,7585464,30030,2/28/2024,I0E,N,Not Comp,0,0,online
240321SE,BALCR,F,22,22,1,8664200,60302,3/21/2024,I0E,N,Not Comp,0,0,online
230924SE,BALCR,F,23,23,1,8478334,30308,9/19/2022,I0E,N,Not Comp,0,0,online
230520SE,BALCR,F,23,23,1,9238207,30332,5/20/2023,I0E,N,Not Comp,0,0,online
241118SE,BALCR,F,23,23,1,8937164,30309-3821,11/14/2023,I0E,N,Not Comp,0,0,online
241119SM,BALCR,F,23,23,1,9588878,30033,11/14/2023,I0E,N,Not Comp,0,0,online
240222SE,BALCR,F,23,23,1,9789154,30044,2/20/2024,I0E,N,Not Comp,0,0,online
240229SE,BALCR,F,23,23,1,8874203,30308,2/27/2024,I0E,N,Not Comp,0,0,online
240316SE,BALCR,F,23,23,1,9532794,75022,3/15/2024,I0E,N,Not Comp,0,0,online
240321SE,BALCR,F,23,23,1,9614282,23664,3/19/2024,I0E,N,Not Comp,0,0,online
240324SM,BALCR,F,23,23,1,8880866,30324,3/19/2024,I0B,N,Not Comp,16,16,online
230112SE,BALCR,G,2,2,1,9103014,30307,1/12/2023,J0E,N,Not Comp,0,0,online
240222SE,BALCR,G,2,2,1,8868531,30030,2/22/2024,J0E,N,Not Comp,0,0,online
240222SE,BALCR,G,3,3,1,7724407,30339,2/22/2024,J0E,N,Not Comp,0,0,online
240302SE,BALCR,G,3,3,1,8869427,30309,2/27/2024,J0E,N,Not Comp,0,0,online
240324SM,BALCR,G,3,3,1,8627382,30307,3/20/2024,J0B,N,Not Comp,16,16,online
240302SE,BALCR,G,4,4,1,8911953,30309,2/27/2024,J0E,N,Not Comp,0,0,online
240224SE,BALCR,G,5,5,1,9438597,30054,2/20/2024,J0E,N,Not Comp,0,0,online
240302SE,BALCR,G,5,5,1,8901222,30332,3/1/2024,J0E,N,Not Comp,0,0,online
240518SE,BALCR,G,5,5,1,9454525,30310,5/15/2024,J0E,N,Not Comp,0,0,online
230128SE,BALCR,G,6,6,1,2635663,30085,1/26/2023,J0E,N,Not Comp,0,0,online
240224SE,BALCR,G,6,6,1,9593830,30033,2/20/2024,J0E,N,Not Comp,0,0,online
240302SE,BALCR,G,6,6,1,9474815,30313,2/27/2024,J0E,N,Not Comp,0,0,online
240518SE,BALCR,G,6,6,1,9454525,30310,5/15/2024,J0B,N,Not Comp,16,16,online
230520SE,BALCR,G,7,7,1,9089734,30307,5/15/2023,J0E,N,Not Comp,0,0,online
240224SE,BALCR,G,7,7,1,8770936,30253,2/21/2024,J0E,N,Not Comp,0,0,online
240302SE,BALCR,G,7,7,1,9447434,30101,2/27/2024,J0E,N,Not Comp,0,0,online
231117SE,BALCR,G,8,8,1,9006302,30318,11/17/2022,J0E,N,Not Comp,0,0,online
