event_name,total_tickets_sold,total_seats_sold,unique_patrons,tickets_per_patron,total_revenue,revenue_per_patron,avg_ticket_price,median_ticket_price,min_ticket_price,max_ticket_price,total_purchase_price,avg_purchase_price,comp_tickets,comp_ticket_pct,first_sale_date,last_sale_date,avg_days_before_event,median_days_before_event,min_days_before_event,max_days_before_event,ticket_type_distribution,source_distribution,section_distribution,price_code_distribution,price_code_type_distribution,event_date_first,fiscal_year_first,Weekend_first,Series_first,Name_first,Type_first,fill_rate
230104SE,794,1690,763,1.04,90872.0,119.1,114.44836272040303,110.0,20.0,450.0,42979.0,54.12972292191436,0,0.0,2022-03-18,2023-01-04,93.95088161209068,44.0,0.0,292.0,{'Single Ticket': 794},"{'online': 608, 'ASO Staff': 186}","{'ORCHL': 239, 'ORCHR': 238, 'BALCL': 81, 'BALCR': 80, 'LOGEL': 57, 'LOGER': 50, 'DRESSL': 27, 'DRESSR': 22}","{'A*': 125, 'AAO': 90, 'C*': 74, 'D*': 67, 'I*': 65, 'H*': 58, 'G*': 40, 'E*': 34, 'B*': 33, 'F*': 32, 'EAO': 27, 'BAO': 24, 'DAO': 22, 'CAO': 19, 'HAO': 15, 'IAO': 12, 'AWB': 10, 'FAO': 6, 'E': 5, 'A': 5, 'GAO': 5, 'H': 4, 'IWB': 4, 'HWB': 3, 'D': 3, 'GWB': 3, 'C': 2, 'G': 1, 'CWB': 1, 'AAJ': 1, 'F': 1, 'FWB': 1, 'EWB': 1, 'DWB': 1}",{'Single Ticket': 794},2023-01-04,FY23,Special,Special,Vivaldi: The Four Seasons,Special,95.91
230112SE,403,662,377,1.07,31258.65,82.91,77.56488833746899,66.0,0.0,576.0,17620.7,43.723821339950376,0,0.0,2022-03-18,2023-01-12,105.79652605459057,32.0,0.0,300.0,"{'Subscription': 215, 'Single Ticket': 137}","{'online': 275, 'ASO Staff': 128}","{'ORCHR': 161, 'ORCHL': 155, 'LOGER': 25, 'LOGEL': 24, 'BALCL': 14, 'DRESSL': 11, 'DRESSR': 10, 'BALCR': 3}","{'C0E': 32, 'E*': 31, 'C*': 30, 'D*': 17, 'CCO': 15, 'CE1': 15, 'A*': 13, 'AE4': 11, 'E0E': 11, 'AE1': 9, 'G*': 9, 'ACO': 8, 'A33': 8, 'H*': 8, 'FE4': 8, 'FE1': 6, 'CE4': 6, 'BE4': 6, 'B*': 5, 'CE3': 5, 'EE1': 5, 'CWB': 5, 'F33': 5, 'DE1': 5, 'HAJ': 4, 'DE4': 4, 'CF4': 3, 'DF1': 3, 'EF1': 3, 'I0E': 3, 'BE1': 3, 'EAO': 3, 'AF1': 3, 'GF1': 3, 'D0E': 3, 'CAJ': 2, 'ICO': 2, 'GCO': 2, 'IE1': 2, 'IS1': 2, 'JE4': 2, 'G33': 2, 'HE1': 2, 'HF2': 2, 'GE4': 2, 'CE2': 2, 'GE1': 2, 'CS1': 2, 'BE2': 2, 'DAO': 2, 'C33': 2, 'AE2': 2, 'B33': 2, 'BF1': 2, 'F*': 2, 'ECO': 2, 'EE3': 2, 'EWB': 2, 'CAO': 1, 'E3S': 1, 'FE2': 1, 'J0E': 1, 'FS2': 1, 'EC1': 1, 'CF1': 1, 'GE2': 1, 'EWS': 1, 'FE3': 1, 'EF4': 1, 'C3S': 1, 'GF4': 1, 'EF2': 1, 'CS4': 1, 'E': 1, 'ES1': 1, 'I33': 1, 'FS4': 1, 'EF3': 1, 'DL4': 1, 'DE2': 1, 'DF4': 1, 'CL1': 1, 'AS1': 1, 'BE3': 1, 'BS1': 1, 'BS4': 1, 'B3S': 1, 'BCO': 1, 'EL1': 1, 'EE4': 1, 'ES2': 1, 'AL1': 1, 'FF4': 1, 'AU4': 1, 'AAJ': 1, 'AS4': 1, 'IE4': 1, 'IF1': 1, 'JCO': 1, 'JE1': 1, 'HE4': 1, 'HAO': 1, 'H5S': 1, 'HF1': 1, 'HS4': 1, 'FCO': 1, 'C0B': 1}","{'Single Ticket': 137, 'Fixed Established Subscription 6 Concert': 50, 'Fixed Established Subscription 24 Concert': 42, 'CYO Subscription': 32, 'Discounted CYO Subscription': 20, 'Fixed Freshman Subscription 6 Concert': 17, 'Fixed Established Subscription 18 Concert': 9, 'Fixed Established Subscription 12 Concert': 9, 'Fixed Sophomore Subscription 6 Concert': 7, 'Fixed Freshman Subscription 24 Concert': 7, 'Fixed Sophomore Subscription 24 Concert': 5, 'Fixed Lapsed Subscription 6 Concert': 3, 'Fixed Sophomore  Subscription Sunday': 3, 'Fixed Freshman Subscription 12 Concert': 3, 'Fixed Sophomore Subscription 12 Concert': 2, 'Fixed Lapsed Subscription 24 Concert': 1, 'Fixed Freshman Subscription 18 Concert': 1, 'Fixed Upgrade Subscription 24 Concert': 1, 'Fixed Freshman Subscription Sunday': 1, 'Wheelchair': 1, 'Fixed Chorus Subscription 6 Concert': 1}",2023-01-12,FY23,CS8,4,Kazem Abdullah,Classical,37.57
230115S3,443,828,414,1.07,40629.45,98.14,91.71433408577877,82.0,0.0,648.0,19950.85,45.035778781038374,0,0.0,2022-03-25,2023-01-15,66.66139954853273,18.0,0.0,296.0,"{'Single Ticket': 212, 'Subscription': 150}","{'online': 337, 'ASO Staff': 106}","{'ORCHR': 200, 'ORCHL': 129, 'LOGER': 33, 'LOGEL': 25, 'BALCL': 20, 'DRESSL': 15, 'DRESSR': 11, 'BALCR': 10}","{'C0E': 57, 'C*': 45, 'E*': 38, 'A*': 27, 'D*': 19, 'H*': 19, 'F*': 16, 'G*': 13, 'B*': 12, 'E0E': 11, 'CE1': 10, 'F33': 9, 'AE1': 8, 'A33': 7, 'IE1': 6, 'C33': 6, 'CCO': 6, 'C0B': 5, 'IF1': 5, 'JE1': 5, 'ACO': 4, 'CAJ': 4, 'CF4': 4, 'FE1': 4, 'BE1': 4, 'AWB': 3, 'AAO': 3, 'EE1': 3, 'ECO': 3, 'CF1': 3, 'DE1': 3, 'J0E': 3, 'CE2': 2, 'CAO': 2, 'HE1': 2, 'BAO': 2, 'DCO': 2, 'JF1': 2, 'AU3': 2, 'DE4': 2, 'HAJ': 2, 'AE4': 2, 'FCO': 2, 'AS1': 2, 'I0E': 2, 'D0E': 2, 'J*': 2, 'BCO': 2, 'BE4': 1, 'AE2': 1, 'BS1': 1, 'FM1': 1, 'B3S': 1, 'BL4': 1, 'EE2': 1, 'AF1': 1, 'AM4': 1, 'AE3': 1, 'CM4': 1, 'CSS': 1, 'IS3': 1, 'IE4': 1, 'IS1': 1, 'E': 1, 'CE4': 1, 'IL1': 1, 'GL1': 1, 'FL1': 1, 'FE4': 1, 'F': 1, 'FC2': 1, 'GCO': 1, 'GE2': 1, 'GWB': 1, 'GF1': 1, 'FE3': 1, 'FS3': 1, 'FE2': 1, 'FL4': 1, 'D33': 1, 'CWB': 1, 'DS2': 1, 'DS1': 1, 'HWB': 1, 'HS4': 1, 'C5S': 1, 'H3S': 1, 'JE2': 1, 'CF3': 1, 'C3S': 1, 'CS1': 1, 'CC1': 1, 'CS2': 1, 'E0B': 1}","{'Single Ticket': 212, 'Fixed Established Subscription 6 Concert': 45, 'Discounted CYO Subscription': 23, 'CYO Subscription': 20, 'Fixed Freshman Subscription 6 Concert': 12, 'Fixed Established Subscription 24 Concert': 8, 'Fixed Established Subscription 12 Concert': 7, 'Fixed Sophomore Subscription 6 Concert': 6, 'Fixed Freshman Subscription 24 Concert': 4, 'Fixed Sophomore  Subscription Sunday': 3, 'Fixed Lapsed Subscription 6 Concert': 3, 'Fixed Sophomore Subscription 18 Concert': 2, 'Fixed Sophomore Subscription 12 Concert': 2, 'Fixed Musician Subscription 24 Concert': 2, 'Fixed Upgrade Subscription 18 Concert': 2, 'Fixed Established Subscription 18 Concert': 2, 'Fixed Lapsed Subscription 24 Concert': 2, 'Fixed Chorus Subscription 12 Concert': 1, 'Fixed Freshman Subscription Sunday': 1, 'Fixed Freshman Subscription 18 Concert': 1, 'Fixed Chorus Subscription 6 Concert': 1, 'Fixed Musician Subscription 6 Concert': 1, 'Fixed Sophomore Subscription 24 Concert': 1, 'Fixed Established Subscription Sunday': 1}",2023-01-15,FY23,CS8,4,Kazem Abdullah,Classical,46.99
230119SE,524,927,492,1.07,44692.4,90.84,85.2908396946565,68.0,0.0,510.0,23947.2,45.70076335877863,0,0.0,2022-03-18,2023-01-19,133.68702290076337,105.5,0.0,307.0,"{'Subscription': 333, 'Single Ticket': 137}","{'online': 311, 'ASO Staff': 213}","{'ORCHL': 203, 'ORCHR': 144, 'BALCL': 53, 'LOGEL': 43, 'BALCR': 35, 'LOGER': 29, 'DRESSL': 10, 'DRESSR': 7}","{'E0E': 35, 'C*': 23, 'J*': 21, 'CE1': 20, 'ACO': 17, 'D*': 16, 'I*': 15, 'AE1': 15, 'AE4': 14, 'EE1': 14, 'F33': 14, 'FE1': 13, 'BE1': 12, 'E*': 11, 'A33': 11, 'I0E': 10, 'CCO': 10, 'IE1': 10, 'BCO': 8, 'A*': 8, 'GE1': 8, 'CF1': 7, 'FCO': 6, 'BE4': 6, 'HE1': 6, 'CE3': 6, 'CE4': 6, 'AE2': 6, 'FE4': 5, 'DE1': 5, 'ECO': 5, 'CF4': 5, 'CS1': 5, 'CWB': 5, 'FE2': 4, 'CAO': 4, 'G*': 4, 'C0E': 4, 'JE1': 4, 'JCO': 4, 'B33': 4, 'JWB': 4, 'DE4': 3, 'HE2': 3, 'BAO': 3, 'DF1': 3, 'EAO': 3, 'F*': 3, 'EE4': 3, 'AF1': 3, 'ICO': 3, 'GE2': 2, 'AS1': 2, 'DL4': 2, 'FF1': 2, 'FAO': 2, 'EF1': 2, 'CF3': 2, 'JE4': 2, 'IE2': 2, 'CAJ': 2, 'IWB': 2, 'CE2': 2, 'CL1': 2, 'I0B': 2, 'E0B': 2, 'IE4': 2, 'BF1': 2, 'GE4': 2, 'B*': 2, 'HF1': 2, 'B5S': 2, 'EWS': 2, 'HAJ': 2, 'JS2': 1, 'AF3': 1, 'AU2': 1, 'EE3': 1, 'AS4': 1, 'EE2': 1, 'AAO': 1, 'ES2': 1, 'AF2': 1, 'BE2': 1, 'CM4': 1, 'CS3': 1, 'CS4': 1, 'CS2': 1, 'IAO': 1, 'AL1': 1, 'J0E': 1, 'EWB': 1, 'JAO': 1, 'JF4': 1, 'JS1': 1, 'FF4': 1, 'BS1': 1, 'BE3': 1, 'FE3': 1, 'FM3': 1, 'GCO': 1, 'HS4': 1, 'HE3': 1, 'FAJ': 1, 'GM1': 1, 'FS4': 1, 'DAJ': 1, 'BS4': 1, 'DS1': 1, 'DAO': 1, 'DE2': 1, 'DCO': 1, 'HL1': 1, 'IS2': 1, 'HE4': 1}","{'Single Ticket': 137, 'Fixed Established Subscription 6 Concert': 107, 'CYO Subscription': 55, 'Fixed Established Subscription 24 Concert': 44, 'Discounted CYO Subscription': 29, 'Fixed Established Subscription 12 Concert': 22, 'Fixed Freshman Subscription 6 Concert': 21, 'Fixed Established Subscription 18 Concert': 10, 'Fixed Sophomore Subscription 6 Concert': 10, 'Fixed Freshman Subscription 24 Concert': 7, 'Fixed Sophomore Subscription 24 Concert': 5, 'Fixed Sophomore Subscription 12 Concert': 4, 'Fixed Lapsed Subscription 6 Concert': 4, 'Fixed Freshman Subscription 18 Concert': 3, 'Fixed Freshman Subscription Sunday': 2, 'Wheelchair': 2, 'Fixed Lapsed Subscription 24 Concert': 2, 'Fixed Musician Subscription 18 Concert': 1, 'Fixed Musician Subscription 6 Concert': 1, 'Fixed Upgrade Subscription 12 Concert': 1, 'Fixed Freshman Subscription 12 Concert': 1, 'Fixed Musician Subscription 24 Concert': 1, 'Fixed Sophomore Subscription 18 Concert': 1}",2023-01-19,FY23,CS9,3,Jonathan Biss,Classical,52.61
230121SE,688,1238,630,1.09,55929.65,88.78,81.29309593023255,68.0,0.0,561.0,29772.2,43.273546511627906,0,0.0,2022-03-23,2023-01-21,103.0436046511628,40.0,0.0,304.0,"{'Subscription': 365, 'Single Ticket': 253}","{'online': 504, 'ASO Staff': 184}","{'ORCHL': 221, 'ORCHR': 221, 'BALCL': 82, 'BALCR': 63, 'LOGEL': 46, 'LOGER': 34, 'DRESSL': 13, 'DRESSR': 8}","{'C*': 51, 'J*': 45, 'CE1': 31, 'C0E': 29, 'I*': 28, 'E*': 24, 'AE1': 20, 'E0E': 19, 'CCO': 18, 'I0E': 18, 'A*': 18, 'BE1': 18, 'B*': 18, 'A33': 16, 'IE1': 15, 'F33': 14, 'EE1': 14, 'D*': 14, 'FE1': 14, 'CF1': 13, 'G*': 12, 'DE1': 11, 'H*': 10, 'JE1': 10, 'ACO': 10, 'CS1': 10, 'C33': 9, 'F*': 8, 'BF1': 7, 'B33': 7, 'GE1': 5, 'IS1': 5, 'IF1': 5, 'AF1': 4, 'CF4': 4, 'DE4': 4, 'EF1': 4, 'CL1': 3, 'BCO': 3, 'CWB': 3, 'ECO': 3, 'JCO': 3, 'CAO': 3, 'HE1': 3, 'DF1': 3, 'FCO': 3, 'IWB': 2, 'EAO': 2, 'CSS': 2, 'FF1': 2, 'FAO': 2, 'FE2': 2, 'AE2': 2, 'AE4': 2, 'AAO': 2, 'CE4': 2, 'FE4': 2, 'HAJ': 2, 'EWB': 2, 'BE4': 2, 'BE2': 2, 'ES2': 2, 'CE2': 2, 'AWB': 2, 'GCO': 2, 'DCO': 2, 'ICO': 2, 'HS4': 2, 'JS1': 2, 'JF1': 2, 'GF1': 2, 'G33': 2, 'GS1': 2, 'AE3': 1, 'EE2': 1, 'E0B': 1, 'HL1': 1, 'EU2': 1, 'HC1': 1, 'D0E': 1, 'J0E': 1, 'ES1': 1, 'DS1': 1, 'AU4': 1, 'DE2': 1, 'CM4': 1, 'AS1': 1, 'CAJ': 1, 'AM4': 1, 'DU1': 1, 'EF4': 1, 'AU2': 1, 'BU1': 1, 'BAO': 1, 'IF2': 1, 'IS3': 1, 'JSS': 1, 'JL1': 1, 'JAO': 1, 'JWB': 1, 'DE3': 1, 'FL1': 1, 'FF3': 1, 'F2E': 1, 'GAO': 1, 'CM1': 1, 'GL1': 1, 'FE3': 1, 'FS1': 1, 'AM3': 1, 'AS2': 1, 'IE4': 1, 'FSS': 1, 'HF1': 1, 'BM1': 1, 'HE2': 1, 'BL1': 1, 'C0B': 1}","{'Single Ticket': 253, 'Fixed Established Subscription 6 Concert': 141, 'Discounted CYO Subscription': 48, 'CYO Subscription': 46, 'Fixed Freshman Subscription 6 Concert': 43, 'Fixed Sophomore Subscription 6 Concert': 23, 'Fixed Established Subscription 24 Concert': 13, 'Fixed Established Subscription 12 Concert': 12, 'Fixed Lapsed Subscription 6 Concert': 8, 'Fixed Freshman Subscription 24 Concert': 5, 'Fixed Established Subscription Sunday': 4, 'Fixed Sophomore Subscription 12 Concert': 3, 'Fixed Established Subscription 18 Concert': 3, 'Fixed Musician Subscription 6 Concert': 2, 'Fixed Sophomore Subscription 24 Concert': 2, 'Fixed Upgrade Subscription 12 Concert': 2, 'Fixed Upgrade Subscription 6 Concert': 2, 'Fixed Musician Subscription 24 Concert': 2, 'Fixed Freshman Subscription 18 Concert': 1, 'Fixed Sophomore Subscription 18 Concert': 1, 'Fixed Freshman Subscription 12 Concert': 1, 'Fixed Chorus Subscription 6 Concert': 1, 'Fixed Musician Subscription 18 Concert': 1, 'Fixed Upgrade Subscription 24 Concert': 1}",2023-01-21,FY23,CS9,3,Jonathan Biss,Classical,70.26
230126SE,615,1057,569,1.08,51776.8,91.0,84.18991869918699,70.0,0.0,612.0,29572.95,48.08609756097561,0,0.0,2022-03-02,2023-01-26,128.83414634146342,82.0,0.0,330.0,"{'Subscription': 356, 'Single Ticket': 219}","{'online': 402, 'ASO Staff': 213}","{'ORCHL': 222, 'ORCHR': 194, 'BALCR': 46, 'LOGEL': 46, 'LOGER': 43, 'BALCL': 39, 'DRESSR': 13, 'DRESSL': 12}","{'C*': 44, 'J*': 32, 'CE1': 32, 'E0E': 27, 'E*': 25, 'AE1': 20, 'A33': 19, 'D*': 17, 'A*': 16, 'FE1': 15, 'F33': 14, 'CCO': 14, 'AE4': 13, 'ACO': 13, 'B*': 12, 'IE1': 12, 'GE1': 10, 'I*': 10, 'H*': 10, 'BE1': 9, 'I0E': 9, 'EE1': 8, 'IF1': 7, 'F*': 7, 'CE4': 7, 'ECO': 7, 'AAO': 7, 'CF1': 6, 'BE4': 6, 'BCO': 6, 'CE2': 6, 'FE2': 6, 'B33': 6, 'FE4': 6, 'HAJ': 6, 'G*': 5, 'CAO': 5, 'DCO': 4, 'DF1': 4, 'DE4': 4, 'FCO': 4, 'E0B': 4, 'EF1': 3, 'EAO': 3, 'AE2': 3, 'CE3': 3, 'CF4': 3, 'EF3': 3, 'FAO': 3, 'JE1': 3, 'DE1': 2, 'BE2': 2, 'JF1': 2, 'DL4': 2, 'DF4': 2, 'CF3': 2, 'ES1': 2, 'BAO': 2, 'CWB': 2, 'GE4': 2, 'BF1': 2, 'AF3': 2, 'AS1': 2, 'CAJ': 2, 'CS1': 2, 'CC2': 2, 'GAO': 2, 'JE4': 2, 'HE1': 2, 'FS1': 2, 'FS2': 2, 'AS4': 2, 'HF1': 2, 'FE3': 2, 'GCO': 1, 'ICO': 1, 'HWB': 1, 'A3S': 1, 'AAJ': 1, 'AU1': 1, 'DS2': 1, 'DF2': 1, 'DE3': 1, 'HS1': 1, 'CM1': 1, 'BE3': 1, 'HAO': 1, 'C33': 1, 'CC1': 1, 'CS4': 1, 'JE2': 1, 'CM4': 1, 'EF4': 1, 'EWS': 1, 'BU1': 1, 'JF3': 1, 'H': 1, 'BU4': 1, 'IE2': 1, 'FL1': 1, 'GF1': 1, 'EWB': 1, 'GM1': 1, 'E33': 1, 'FF1': 1, 'FC1': 1, 'GF4': 1, 'G33': 1, 'GWB': 1, 'EE2': 1, 'EE4': 1, 'I33': 1, 'EE3': 1, 'HE4': 1, 'DAO': 1, 'DE2': 1, 'DL1': 1, 'J33': 1, 'AC1': 1, 'BS4': 1, 'AF1': 1, 'JAO': 1, 'IWB': 1}","{'Single Ticket': 219, 'Fixed Established Subscription 6 Concert': 113, 'CYO Subscription': 50, 'Discounted CYO Subscription': 44, 'Fixed Established Subscription 24 Concert': 42, 'Fixed Freshman Subscription 6 Concert': 29, 'Fixed Established Subscription 12 Concert': 21, 'Fixed Sophomore Subscription 6 Concert': 9, 'Fixed Freshman Subscription 18 Concert': 8, 'Fixed Established Subscription 18 Concert': 8, 'Fixed Freshman Subscription 24 Concert': 7, 'Fixed Sophomore Subscription 24 Concert': 4, 'Fixed Chorus Subscription 6 Concert': 3, 'Fixed Sophomore Subscription 12 Concert': 3, 'Fixed Upgrade Subscription 6 Concert': 2, 'Fixed Lapsed Subscription 6 Concert': 2, 'Fixed Musician Subscription 6 Concert': 2, 'Fixed Lapsed Subscription 24 Concert': 2, 'Fixed Chorus Subscription 12 Concert': 2, 'Fixed Upgrade Subscription 24 Concert': 1, 'Fixed Sophomore  Subscription Sunday': 1, 'Fixed Freshman Subscription 12 Concert': 1, 'Fixed Musician Subscription 24 Concert': 1, 'Wheelchair': 1}",2023-01-26,FY23,CS10,2,A German Requiem,Classical,59.99
230128SE,801,1453,748,1.07,66924.56,89.47,83.55126092384519,70.0,0.0,444.0,35238.58,43.99323345817728,0,0.0,2022-03-21,2023-01-28,78.19475655430712,19.0,0.0,313.0,"{'Single Ticket': 398, 'Subscription': 314}","{'online': 630, 'ASO Staff': 171}","{'ORCHL': 251, 'ORCHR': 202, 'BALCL': 97, 'BALCR': 94, 'LOGER': 54, 'LOGEL': 49, 'DRESSL': 33, 'DRESSR': 21}","{'J*': 64, 'C*': 56, 'E*': 49, 'E0E': 37, 'H*': 37, 'I0E': 32, 'I*': 32, 'B*': 31, 'CE1': 30, 'A*': 26, 'A33': 24, 'G*': 22, 'F*': 20, 'D*': 17, 'FE1': 13, 'J0E': 12, 'F33': 12, 'AE1': 10, 'CCO': 10, 'IF1': 9, 'BE1': 9, 'JF1': 9, 'DE1': 8, 'CWB': 8, 'EE1': 7, 'CF1': 7, 'ACO': 6, 'BF1': 6, 'ICO': 6, 'FCO': 5, 'HF1': 5, 'IE1': 5, 'CL1': 5, 'ECO': 5, 'CE2': 5, 'GCO': 4, 'CAJ': 4, 'CE4': 4, 'C33': 4, 'CS1': 4, 'CF4': 4, 'E0B': 4, 'AE4': 4, 'AWB': 4, 'JE1': 4, 'AAO': 4, 'ES1': 4, 'EF1': 4, 'GE1': 3, 'B33': 3, 'BCO': 3, 'HE1': 3, 'AF1': 3, 'EC1': 3, 'FM3': 3, 'DCO': 3, 'FAO': 2, 'FF1': 2, 'DE4': 2, 'AU3': 2, 'IE4': 2, 'AU2': 2, 'BL1': 2, 'IF2': 2, 'CAO': 2, 'I0B': 2, 'J0B': 2, 'GAO': 2, 'EWB': 2, 'HAO': 2, 'AS1': 2, 'HAJ': 2, 'AAJ': 2, 'FE2': 2, 'FE4': 2, 'GF1': 2, 'G33': 2, 'AF2': 1, 'BSS': 1, 'HS4': 1, 'CM4': 1, 'IWB': 1, 'IE2': 1, 'CF3': 1, 'AF4': 1, 'I5S': 1, 'CS2': 1, 'FF4': 1, 'HC1': 1, 'AU1': 1, 'IU1': 1, 'EAO': 1, 'H33': 1, 'IAJ': 1, 'HCO': 1, 'JE2': 1, 'A1E': 1, 'D3S': 1, 'BS1': 1, 'BAO': 1, 'GC1': 1, 'AM4': 1, 'DWB': 1, 'DAO': 1, 'FC1': 1, 'FS1': 1, 'DS1': 1, 'IAO': 1, 'ASS': 1, 'IS1': 1, 'AC1': 1, 'BWB': 1, 'B5S': 1, 'GS2': 1, 'BE2': 1, 'IS3': 1, 'HU1': 1, 'BE4': 1, 'GF2': 1, 'JWB': 1, 'GWB': 1}","{'Single Ticket': 398, 'Fixed Established Subscription 6 Concert': 93, 'Fixed Freshman Subscription 6 Concert': 47, 'Discounted CYO Subscription': 46, 'CYO Subscription': 43, 'Fixed Established Subscription 24 Concert': 15, 'Fixed Sophomore Subscription 6 Concert': 14, 'Fixed Established Subscription 12 Concert': 10, 'Fixed Lapsed Subscription 6 Concert': 7, 'Fixed Chorus Subscription 6 Concert': 7, 'Fixed Freshman Subscription 24 Concert': 6, 'Fixed Freshman Subscription 12 Concert': 4, 'Fixed Upgrade Subscription 6 Concert': 3, 'Fixed Musician Subscription 18 Concert': 3, 'Fixed Sophomore Subscription 12 Concert': 2, 'Fixed Upgrade Subscription 18 Concert': 2, 'Fixed Upgrade Subscription 12 Concert': 2, 'Fixed Established Subscription Sunday': 2, 'Fixed Musician Subscription 24 Concert': 2, 'Fixed Freshman Subscription Sunday': 2, 'Fixed Sophomore Subscription 24 Concert': 1, 'Fixed Sophomore  Subscription Sunday': 1, 'Fixed Sophomore Subscription 18 Concert': 1, 'Fixed Freshman Subscription 18 Concert': 1}",2023-01-28,FY23,CS10,2,A German Requiem,Classical,82.46
230202SE,684,1138,645,1.06,51713.9,80.18,75.60511695906433,66.0,0.0,510.0,29021.2,42.428654970760235,0,0.0,2022-03-02,2023-02-02,121.30116959064327,42.0,0.0,337.0,"{'Subscription': 402, 'Single Ticket': 182}","{'online': 455, 'ASO Staff': 229}","{'ORCHL': 237, 'ORCHR': 225, 'BALCL': 74, 'LOGEL': 53, 'BALCR': 40, 'LOGER': 36, 'DRESSL': 10, 'DRESSR': 9}","{'E0E': 70, 'C*': 42, 'CE1': 32, 'J*': 31, 'A33': 27, 'AE1': 25, 'I0E': 22, 'E*': 18, 'CCO': 16, 'D*': 15, 'BE1': 14, 'AE4': 14, 'I*': 14, 'F33': 12, 'EE1': 12, 'B33': 11, 'C33': 11, 'FE1': 10, 'GE1': 10, 'G*': 10, 'FCO': 9, 'CF1': 8, 'H*': 8, 'AE2': 7, 'CE2': 7, 'CE4': 6, 'BCO': 6, 'CAO': 6, 'ACO': 6, 'A*': 6, 'FE2': 5, 'CE3': 5, 'HE1': 5, 'JCO': 5, 'BE4': 5, 'FE4': 5, 'IE1': 5, 'CS1': 5, 'ECO': 5, 'ICO': 4, 'B*': 4, 'DE1': 4, 'DE2': 4, 'DS1': 3, 'DE4': 3, 'CF4': 3, 'CWB': 3, 'E0B': 3, 'EF3': 3, 'BF1': 3, 'F*': 3, 'FF1': 3, 'I0B': 3, 'FE3': 3, 'FU1': 3, 'DCO': 3, 'JE1': 3, 'JWB': 3, 'AF1': 3, 'BS1': 2, 'BE3': 2, 'AU3': 2, 'AAO': 2, 'D33': 2, 'CAJ': 2, 'J0E': 2, 'DAO': 2, 'AS1': 2, 'CF3': 2, 'CL1': 2, 'I33': 2, 'GCO': 2, 'C': 2, 'G33': 2, 'IWB': 2, 'JE2': 2, 'GE4': 2, 'GAO': 2, 'JE4': 2, 'IF1': 2, 'JF1': 2, 'CS4': 2, 'HCO': 2, 'EWB': 1, 'FS1': 1, 'FM3': 1, 'EE3': 1, 'EF1': 1, 'ES2': 1, 'FL1': 1, 'EE2': 1, 'FS2': 1, 'EF4': 1, 'FC1': 1, 'AAJ': 1, 'EWS': 1, 'AS4': 1, 'GL1': 1, 'DF1': 1, 'CSS': 1, 'GF4': 1, 'CM4': 1, 'BS4': 1, 'AF3': 1, 'HAJ': 1, 'DF4': 1, 'HE2': 1, 'HWB': 1, 'HE4': 1, 'J33': 1, 'JAO': 1, 'IE4': 1, 'JS2': 1, 'AL1': 1, 'BAJ': 1, 'JE3': 1, 'BS2': 1, 'JF3': 1, 'I5S': 1, 'IS1': 1, 'IS2': 1, 'IE3': 1, 'BU2': 1, 'BAO': 1, 'FS4': 1}","{'Single Ticket': 182, 'Fixed Established Subscription 6 Concert': 120, 'Discounted CYO Subscription': 68, 'CYO Subscription': 58, 'Fixed Established Subscription 24 Concert': 39, 'Fixed Established Subscription 12 Concert': 27, 'Fixed Freshman Subscription 6 Concert': 23, 'Fixed Sophomore Subscription 6 Concert': 14, 'Fixed Established Subscription 18 Concert': 13, 'Fixed Freshman Subscription 18 Concert': 7, 'Fixed Freshman Subscription 24 Concert': 6, 'Fixed Sophomore Subscription 12 Concert': 5, 'Fixed Lapsed Subscription 6 Concert': 5, 'Fixed Sophomore Subscription 24 Concert': 5, 'Fixed Upgrade Subscription 6 Concert': 3, 'Fixed Upgrade Subscription 18 Concert': 2, 'Fixed Established Subscription Sunday': 1, 'Fixed Upgrade Subscription 12 Concert': 1, 'Fixed Chorus Subscription 6 Concert': 1, 'Fixed Musician Subscription 24 Concert': 1, 'Fixed Freshman Subscription Sunday': 1, 'Fixed Musician Subscription 18 Concert': 1, 'Wheelchair': 1}",2023-02-02,FY23,CS11,1,Prokofiev and Shostakovich,Classical,64.59
