purchase_price,seats_sold,transactions,unique_events,total_revenue,cumulative_quantity,cumulative_share,share_of_total,avg_price
43.0,169,134,27,7267.0,19539,0.6816326530612244,0.0058956916099773245,58.03354264782836
42.0,526,354,71,22092.0,20065,0.6999825571254142,0.01834990406418978,58.03354264782836
41.0,171,126,25,7011.0,20236,0.7059480202337345,0.005965463108320251,58.03354264782836
40.75,24,12,12,978.0,20260,0.7067852782138496,0.000837257980115123,58.03354264782836
40.0,304,218,51,12160.0,20564,0.7173905459619745,0.010605267748124892,58.03354264782836
39.5,128,77,15,5056.0,20692,0.7218559218559218,0.004465375893947322,58.03354264782836
39.0,25,25,25,975.0,20717,0.7227280655852084,0.0008721437292865864,58.03354264782836
38.5,4,1,1,154.0,20721,0.7228676085818942,0.00013954299668585382,58.03354264782836
37.75,433,240,35,16364.0,21154,0.737973137973138,0.015105529391243678,58.03354264782836
36.0,44,27,8,1584.0,21198,0.7395081109366823,0.0015349729635443922,58.03354264782836
35.5,1102,624,52,39121.0,22300,0.7779522065236351,0.03844409558695273,58.03354264782836
34.5,909,489,52,31360.5,23209,0.8096633525204954,0.031711145996860285,58.03354264782836
34.0,894,482,52,30396.0,24103,0.8408512122797837,0.031187859759288332,58.03354264782836
33.0,841,456,49,27753.0,24944,0.8701901273329845,0.029338915053200767,58.03354264782836
32.0,2,1,1,64.0,24946,0.8702598988313274,6.977149834292691e-05,58.03354264782836
31.5,175,125,50,5512.5,25121,0.8763649049363335,0.006105006105006105,58.03354264782836
30.25,66,39,25,1996.5,25187,0.87866736438165,0.002302459445316588,58.03354264782836
30.0,410,266,86,12294.0,25597,0.8929705215419501,0.014303157160300017,58.03354264782836
29.0,51,27,20,1479.0,25648,0.8947496947496948,0.0017791732077446364,58.03354264782836
27.5,99,33,11,2722.5,25747,0.8982033839176696,0.003453689167974882,58.03354264782836
26.25,80,41,7,2100.0,25827,0.9009942438513867,0.0027908599337170764,58.03354264782836
24.0,727,426,52,17448.0,26554,0.9263561834990407,0.025361939647653934,58.03354264782836
23.5,248,150,51,5828.0,26802,0.9350078492935636,0.008651665794522938,58.03354264782836
23.0,875,515,102,20125.0,27677,0.9655328798185941,0.030525030525030524,58.03354264782836
22.5,282,176,49,6345.0,27959,0.9753706610849467,0.009837781266352695,58.03354264782836
22.0,476,286,51,10472.0,28435,0.9919762776905634,0.016605616605616606,58.03354264782836
21.5,68,42,38,1462.0,28503,0.994348508634223,0.002372230943659515,58.03354264782836
21.0,56,47,36,1176.0,28559,0.9963021105878249,0.0019536019536019536,58.03354264782836
20.5,2,1,1,41.0,28561,0.9963718820861678,6.977149834292691e-05,58.03354264782836
20.0,104,87,43,2080.0,28665,1.0,0.0036281179138321997,58.03354264782836
