price_per_seat,seats_sold,transactions,num_events,total_revenue
46.75,2,1,1,93.5
51.0,4,2,1,204.0
55.0,241,97,6,13255.0
58.65,13,5,3,762.4499999999999
60.0,93,36,4,5580.0
63.0,4,2,2,252.0
64.0,6,1,1,384.0
65.0,150,78,3,9750.0
69.0,223,89,4,15387.0
70.0,47,18,2,3290.0
75.0,179,78,7,13425.0
77.0,4,2,1,308.0
78.0,2,2,1,156.0
79.0,2,1,1,158.0
80.0,35,19,2,2800.0
83.0,12,5,4,996.0
85.0,57,23,2,4845.0
