price_bucket,subscribers,total_seats,cumulative_subscribers,cumulative_quantity,purchase_price,seats_sold,avg_price
45.0,4,25,4,4,45.0,4,34.34815002030571
40.0,51,387,55,55,40.0,51,34.34815002030571
35.0,70,441,125,125,35.0,70,34.34815002030571
30.0,11,150,136,136,30.0,11,34.34815002030571
25.0,28,283,164,164,25.0,28,34.34815002030571
20.0,3,9,167,167,20.0,3,34.34815002030571
