price_per_seat,seats_sold,transactions,num_events,total_revenue
22.0,2,2,1,44.0
23.0,2,1,1,46.0
23.25,2,1,1,46.5
24.0,7,5,5,168.0
24.25,2,1,1,48.5
27.0,4,2,2,108.0
33.5,2,1,1,67.0
40.75,4,2,2,163.0
42.0,4,2,2,168.0
45.0,4,3,1,180.0
47.0,27,15,8,1269.0
48.5,3,2,2,145.5
54.0,13,6,3,702.0
67.0,2,1,1,134.0
