price_per_seat,seats_sold,transactions,num_events,total_revenue
38.25,4,1,1,153.0
40.0,44,18,1,1760.0
45.0,294,113,6,13230.0
48.0,3,2,1,144.0
49.0,97,35,4,4753.0
53.0,4,1,1,212.0
54.0,53,21,1,2862.0
55.0,27,13,1,1485.0
57.0,5,3,3,285.0
59.0,97,35,2,5723.0
