purchase_price,seats_sold,transactions,unique_events,total_revenue,cumulative_quantity,cumulative_share,share_of_total,avg_price
107.75,248,141,16,26722.0,248,0.005691859264189484,0.005691859264189484,49.14709554520208
106.0,2339,1343,52,247934.0,2587,0.05937435450184756,0.05368249523765808,49.14709554520208
102.75,242,134,18,24864.75,2829,0.06492850749351634,0.00555415299166877,49.14709554520208
100.0,2275,1312,51,227534.0,5104,0.1171421358242868,0.052213628330770465,49.14709554520208
98.5,264,140,46,26004.0,5368,0.12320121181519818,0.006059075990911386,49.14709554520208
95.5,101,58,47,9645.5,5469,0.1255192674026302,0.0023180555874320074,49.14709554520208
95.0,698,431,97,66310.0,6167,0.14153909710587317,0.016019829703242984,49.14709554520208
94.0,301,169,45,28294.0,6468,0.14844736177732895,0.006908264671455785,49.14709554520208
91.0,33,17,17,3003.0,6501,0.14920474627619287,0.0007573844988639232,49.14709554520208
90.5,12,6,6,1086.0,6513,0.1494801588212343,0.00027541254504142665,49.14709554520208
90.4,3,2,1,271.20000000000005,6516,0.14954901195749468,6.885313626035666e-05,49.14709554520208
85.0,317,189,48,26945.0,6833,0.15682449335567236,0.007275481398177687,49.14709554520208
82.75,511,335,51,42347.0,7344,0.1685524775653531,0.01172798420968075,49.14709554520208
81.6,22,11,9,1795.1999999999998,7366,0.16905740056459573,0.0005049229992426155,49.14709554520208
81.0,308,189,50,24948.0,7674,0.17612632255399233,0.007068921989396617,49.14709554520208
79.0,622,407,50,49138.0,8296,0.1904018728053063,0.014275550251313947,49.14709554520208
75.0,93,56,12,6975.0,8389,0.19253632002937734,0.0021344472240710562,49.14709554520208
74.5,433,229,52,32258.5,8822,0.2024741226962888,0.009937802666911478,49.14709554520208
72.0,5,4,3,360.0,8827,0.20258887792338942,0.00011475522710059443,49.14709554520208
71.5,120,56,18,8580.0,8947,0.20534300337380368,0.0027541254504142663,49.14709554520208
70.0,390,227,49,27300.0,9337,0.21429391108765003,0.008950907713846365,49.14709554520208
69.25,98,68,38,6786.5,9435,0.2165431135388217,0.002249202451171651,49.14709554520208
69.0,409,221,49,28171.0,9844,0.22593009111565032,0.009386977576828624,49.14709554520208
68.25,27,15,8,1842.75,9871,0.22654976934199353,0.0006196782263432099,49.14709554520208
67.0,64,33,31,4288.0,9935,0.22801863624888113,0.0014688669068876087,49.14709554520208
