purchase_price,seats_sold,transactions,unique_events,total_revenue,cumulative_quantity,cumulative_share,share_of_total,avg_price
16.0,202,133,59,3232.0,80194,0.9843015477520161,0.0024793489867808967,56.44526530261559
15.75,213,129,59,3354.75,80407,0.9869159107925325,0.00261436304051649,56.44526530261559
15.5,26,22,15,403.0,80433,0.9872350349195439,0.00031912412701140254,56.44526530261559
15.25,38,21,18,579.5,80471,0.9877014471051759,0.00046641218563204986,56.44526530261559
15.0,119,85,34,1785.0,80590,0.9891620536864973,0.0014606065813214193,56.44526530261559
14.0,128,127,37,1792.0,80718,0.9907331263117842,0.001571072625286905,56.44526530261559
12.0,184,110,44,2208.0,80902,0.9929915432106342,0.0022584168988499255,56.44526530261559
11.75,104,71,34,1222.0,81006,0.9942680397186798,0.0012764965080456101,56.44526530261559
11.5,286,172,83,3289.0,81292,0.9977784051158053,0.003510365397125428,56.44526530261559
11.25,38,25,19,427.5,81330,0.9982448173014373,0.00046641218563204986,56.44526530261559
11.0,12,6,6,132.0,81342,0.998392105360058,0.00014728805862064732,56.44526530261559
10.0,69,37,3,690.0,81411,0.9992390116971267,0.0008469063370687221,56.44526530261559
5.0,62,12,2,310.0,81473,1.0,0.0007609883028733446,56.44526530261559
